"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.634999935E-4,-3.414399719E-1,-3.188818817E0,1.002600082E1,1.052643526E1
1.018749998E-2,-6.004014587E-1,-2.841241608E0,1.079764618E1,1.118133708E1
2.021249998E-2,-5.472619629E-1,-2.403102722E0,9.492360535E0,9.807104918E0
3.023750000E-2,-4.004173279E-1,-2.116748199E0,7.313192139E0,7.623892459E0
4.026149999E-2,-4.589456177E-1,-2.051184540E0,6.377937012E0,6.715360722E0
5.028649999E-2,-5.544470215E-1,-2.098635864E0,7.083120575E0,7.408257627E0
6.031149998E-2,-5.369334412E-1,-2.250270538E0,8.761879578E0,9.062149235E0
7.033550000E-2,-4.559518433E-1,-2.443668365E0,1.032418076E1,1.061923328E1
8.036050000E-2,-4.128414917E-1,-2.555036774E0,1.105136856E1,1.135039198E1
9.038362498E-2,-4.249662781E-1,-2.623444519E0,1.095811249E1,1.127578320E1
1.004086250E-1,-4.911286926E-1,-2.636317749E0,1.054751633E1,1.088308225E1
1.104336250E-1,-5.258564758E-1,-2.598147125E0,1.026520340E1,1.060194767E1
1.204576250E-1,-4.947212219E-1,-2.571652222E0,1.009590546E1,1.043002642E1
1.304826250E-1,-4.766088867E-1,-2.537373505E0,9.667196960E0,1.000600407E1
1.405076250E-1,-4.966671753E-1,-2.489173737E0,9.124725037E0,9.471181086E0
1.505316250E-1,-4.887336731E-1,-2.462678833E0,8.789272614E0,9.140840263E0
1.605566250E-1,-3.992198181E-1,-2.471061401E0,8.801098022E0,9.150128268E0
1.705816250E-1,-3.579057312E-1,-2.499053192E0,9.094188538E0,9.438094539E0
1.806056250E-1,-3.938310242E-1,-2.520758057E0,9.455537109E0,9.793697263E0
1.906306250E-1,-4.790039062E-1,-2.549498291E0,9.846074982E0,1.018207144E1
2.006546250E-1,-5.198689270E-1,-2.566263428E0,1.011282028E1,1.044629627E1
2.106796250E-1,-5.057981873E-1,-2.544109497E0,1.011446686E1,1.044177977E1
2.207046250E-1,-5.056484985E-1,-2.503992920E0,9.938582611E0,1.026163171E1
2.307286250E-1,-5.117857361E-1,-2.441722412E0,9.742789764E0,1.005713107E1
2.407536250E-1,-5.057981873E-1,-2.405946808E0,9.569899292E0,9.880657079E0
2.507786250E-1,-4.752616882E-1,-2.366578674E0,9.438921661E0,9.742679838E0
2.608026250E-1,-4.505630493E-1,-2.347867584E0,9.356143799E0,9.656754944E0
2.708276250E-1,-4.405339050E-1,-2.371069336E0,9.390721893E0,9.695447261E0
2.808516250E-1,-4.444258118E-1,-2.402953033E0,9.511371002E0,9.820278811E0
2.908766250E-1,-4.537065125E-1,-2.437082062E0,9.634265442E0,9.948079673E0
3.009016250E-1,-4.677772522E-1,-2.468067627E0,9.720486145E0,1.003982192E1
3.109256250E-1,-4.773573303E-1,-2.493215332E0,9.717192993E0,1.004329788E1
3.209506250E-1,-4.808001709E-1,-2.508932648E0,9.662855988E0,9.994833549E0
3.309756250E-1,-4.863386536E-1,-2.539618835E0,9.590107269E0,9.932590123E0
3.409996250E-1,-4.933740234E-1,-2.550396423E0,9.510173492E0,9.858566818E0
3.510246250E-1,-4.893324280E-1,-2.569556580E0,9.478439484E0,9.832745409E0
3.610486250E-1,-4.796026611E-1,-2.581531677E0,9.492210846E0,9.848674594E0
3.710736250E-1,-4.721182251E-1,-2.592908020E0,9.555529175E0,9.912325934E0
3.810986250E-1,-4.694238281E-1,-2.600991211E0,9.627230072E0,9.983439932E0
3.911226250E-1,-4.803511047E-1,-2.603984985E0,9.666448517E0,1.002255965E1
4.011476250E-1,-4.872367859E-1,-2.586172028E0,9.689201202E0,1.004023433E1
4.111726250E-1,-4.932243347E-1,-2.581082611E0,9.649533691E0,1.000093786E1
4.211966250E-1,-4.870870972E-1,-2.564018097E0,9.599387970E0,9.947848614E0
4.312216250E-1,-4.758604431E-1,-2.541415100E0,9.563911743E0,9.907251975E0
4.412466250E-1,-4.683760071E-1,-2.525248718E0,9.555828552E0,9.894954093E0
