"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.389541682E-3,-2.848576355E-1,-2.689606934E0,8.910969543E0,9.312384632E0
1.241454168E-2,-3.671864319E-1,-2.643053741E0,8.767867126E0,9.164936056E0
2.243954167E-2,-3.179388428E-1,-2.585872650E0,8.839568024E0,9.215518722E0
3.246454167E-2,-1.993853760E-1,-2.505340118E0,9.235494690E0,9.571355484E0
4.248954167E-2,-2.071691895E-1,-2.414329376E0,9.749974823E0,1.004658720E1
5.251454166E-2,-3.091072083E-1,-2.321821747E0,1.001342697E1,1.028373100E1
6.253954166E-2,-3.703298950E-1,-2.285297699E0,9.896819458E0,1.016399356E1
7.256454168E-2,-2.541714478E-1,-2.380200348E0,9.633666687E0,9.926605193E0
8.258954168E-2,-1.736389160E-1,-2.447410583E0,9.450148315E0,9.763466199E0
9.261454167E-2,-2.067201233E-1,-2.480042725E0,9.430838470E0,9.753669022E0
1.026395417E-1,-2.682421875E-1,-2.502496033E0,9.452243958E0,9.781582495E0
1.126645417E-1,-2.921923828E-1,-2.520308990E0,9.507479095E0,9.840197790E0
1.226885417E-1,-2.903961182E-1,-2.528691559E0,9.615704041E0,9.946877656E0
1.327135417E-1,-2.739303589E-1,-2.504891052E0,9.718989258E0,1.004033213E1
1.427385417E-1,-2.662962341E-1,-2.477498016E0,9.774823151E0,1.008742176E1
1.527635417E-1,-2.764750671E-1,-2.440524902E0,9.704170074E0,1.001017068E1
1.627885417E-1,-2.650987244E-1,-2.394121399E0,9.631121979E0,9.927769396E0
1.728135417E-1,-2.809657288E-1,-2.369572449E0,9.586514740E0,9.879022228E0
1.828385417E-1,-2.965333557E-1,-2.357896729E0,9.637259216E0,9.925944500E0
1.928635417E-1,-2.908451843E-1,-2.349364471E0,9.722881165E0,1.000692373E1
2.028885417E-1,-3.014730835E-1,-2.346221008E0,9.765392761E0,1.004781244E1
2.129135417E-1,-3.191363525E-1,-2.361189880E0,9.682165833E0,9.971028075E0
2.229385417E-1,-3.278182983E-1,-2.402503967E0,9.566007385E0,9.868535223E0
2.329635417E-1,-3.315605164E-1,-2.429298248E0,9.490414581E0,9.802009553E0
2.429885417E-1,-3.273692322E-1,-2.434387665E0,9.455237732E0,9.769080534E0
2.530135417E-1,-3.312611389E-1,-2.453847198E0,9.519454193E0,9.836214117E0
2.630385417E-1,-3.379971313E-1,-2.509232025E0,9.624984741E0,9.952427778E0
2.730635417E-1,-3.183879089E-1,-2.556234283E0,9.658964081E0,9.996563994E0
2.830885417E-1,-3.097059631E-1,-2.586172028E0,9.671987000E0,1.001656309E1
2.931135417E-1,-3.153941345E-1,-2.609822845E0,9.656119995E0,1.000756225E1
3.031385417E-1,-3.216810608E-1,-2.607876892E0,9.569899292E0,9.924085502E0
3.131635417E-1,-2.978805542E-1,-2.628833313E0,9.532926178E0,9.893239051E0
3.231885417E-1,-3.091072083E-1,-2.638263702E0,9.558972015E0,9.921185847E0
3.332135417E-1,-3.095562744E-1,-2.619103546E0,9.583970032E0,9.940221831E0
3.432385417E-1,-3.234773254E-1,-2.574645996E0,9.606722717E0,9.951008037E0
3.532635417E-1,-3.435356140E-1,-2.539319458E0,9.612560577E0,9.948240090E0
3.632885417E-1,-3.321592712E-1,-2.504292297E0,9.586215363E0,9.913492557E0
3.733135417E-1,-3.315605164E-1,-2.503394165E0,9.548793182E0,9.877062618E0
3.833385417E-1,-3.412902832E-1,-2.526446228E0,9.545799408E0,9.880369221E0
3.933635417E-1,-3.161425781E-1,-2.539918213E0,9.602830811E0,9.938082825E0
4.033885417E-1,-2.923420715E-1,-2.541265411E0,9.666598206E0,9.999330710E0
4.134135417E-1,-2.731819153E-1,-2.538571014E0,9.657616882E0,9.989421154E0
4.234385417E-1,-2.785707092E-1,-2.520608368E0,9.655670929E0,9.983138248E0
4.334635417E-1,-2.630030823E-1,-2.481689301E0,9.630822601E0,9.948904281E0
4.434885417E-1,-2.668949890E-1,-2.456990662E0,9.605974274E0,9.918809293E0
