"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
-6.403333391E-4,-6.391708374E-2,-3.575614471E0,9.040599976E0,9.722219508E0
9.384666657E-3,-9.295669556E-2,-3.307372284E0,8.905880127E0,9.500634358E0
1.940966665E-2,-4.490661621E-3,-3.176993408E0,8.676557007E0,9.239910648E0
2.943466668E-2,-1.589694214E-1,-3.161126404E0,8.661438446E0,9.221632576E0
3.945966667E-2,-1.601669312E-1,-3.231031036E0,9.046288147E0,9.607317224E0
4.948466667E-2,-1.089733887E-1,-3.336711273E0,9.552086334E0,1.011868918E1
5.950966667E-2,4.191284180E-2,-3.464246063E0,9.826765137E0,1.041960031E1
6.953466666E-2,1.522334290E-1,-3.580554199E0,9.722132721E0,1.036163153E1
7.955966666E-2,5.598358154E-2,-3.617976379E0,9.512867889E0,1.017779656E1
8.958466665E-2,-1.231938171E-1,-3.598516846E0,9.349856873E0,1.001919776E1
9.960966668E-2,-2.146536255E-1,-3.547323303E0,9.226812744E0,9.887550365E0
1.096346667E-1,-2.154020691E-1,-3.519780579E0,9.192983093E0,9.846125711E0
1.196596667E-1,-1.683998108E-1,-3.450624390E0,9.239386597E0,9.864148816E0
1.296846667E-1,-1.416055298E-1,-3.381468201E0,9.310488739E0,9.906542277E0
1.397096667E-1,-1.167572021E-1,-3.325933685E0,9.373507690E0,9.946763974E0
1.497346667E-1,-7.679031372E-2,-3.281027069E0,9.402696991E0,9.959003268E0
1.597596667E-1,-4.819976807E-2,-3.243455200E0,9.430988159E0,9.973257367E0
1.697846667E-1,-6.227050781E-2,-3.220702515E0,9.385183411E0,9.922624147E0
1.798096667E-1,-8.861572266E-2,-3.214415588E0,9.307794342E0,9.847606604E0
1.898346667E-1,-1.062789917E-1,-3.251688080E0,9.209598541E0,9.767367910E0
1.998596667E-1,-1.121168518E-1,-3.322041779E0,9.170829163E0,9.754621433E0
2.098846667E-1,-1.179547119E-1,-3.390150146E0,9.216484222E0,9.820927286E0
2.199096667E-1,-1.149609375E-1,-3.462898865E0,9.298513641E0,9.923066084E0
2.299346667E-1,-1.008901978E-1,-3.512445831E0,9.362281036E0,9.999988038E0
2.399596667E-1,-7.110214233E-2,-3.557502136E0,9.432185669E0,1.008102195E1
2.499846667E-1,-4.625381470E-2,-3.593577118E0,9.486971741E0,1.014487894E1
2.600096667E-1,-3.817062378E-2,-3.584446106E0,9.458680573E0,1.011515443E1
