"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.544416668E-3,6.483018494E-1,-2.211650848E0,9.363328857E0,9.642801567E0
1.256941666E-2,5.013075256E-1,-1.784289551E0,8.170309753E0,8.377885169E0
2.259341668E-2,-2.140548706E-2,-1.739981689E0,7.443870392E0,7.644553675E0
3.261841668E-2,5.089416504E-3,-1.968406677E0,7.535479889E0,7.788331523E0
4.264341667E-2,3.385958862E-1,-2.141895905E0,8.440048828E0,8.714171760E0
5.266841667E-2,3.972738647E-1,-2.160606995E0,9.504485321E0,9.755064855E0
6.269241666E-2,5.457650757E-1,-2.243235168E0,1.028810577E1,1.054395960E1
7.271741668E-2,5.769003296E-1,-2.314936066E0,1.082039886E1,1.108028766E1
8.274241668E-2,4.671784973E-1,-2.370021515E0,1.092877350E1,1.119255770E1
9.276741667E-2,4.197271729E-1,-2.399510193E0,1.051937485E1,1.079773436E1
1.027914167E-1,3.394940186E-1,-2.393971710E0,9.970316620E0,1.025931627E1
1.128164167E-1,2.685415649E-1,-2.363584900E0,9.614656219E0,9.904557656E0
1.228414167E-1,2.532733154E-1,-2.347568207E0,9.286538544E0,9.582015549E0
1.328664167E-1,2.363584900E-1,-2.321372681E0,8.994346161E0,9.292087996E0
1.428914167E-1,2.290237427E-1,-2.328408051E0,9.026828613E0,9.325104329E0
1.529154167E-1,3.471281433E-1,-2.368374939E0,9.428443451E0,9.727550756E0
1.629407500E-1,4.640350342E-1,-2.367177429E0,9.809101868E0,1.010135322E1
1.729657500E-1,4.553530884E-1,-2.309247894E0,1.000564316E1,1.027875806E1
1.829907500E-1,4.055067444E-1,-2.286046143E0,1.004755600E1,1.031231420E1
1.930147500E-1,3.608995056E-1,-2.278861084E0,9.903256073E0,1.016847762E1
2.030397500E-1,3.207829285E-1,-2.283800812E0,9.670041046E0,9.941244473E0
2.130647500E-1,3.086581421E-1,-2.288740540E0,9.526339874E0,9.802283127E0
2.230897500E-1,3.079096985E-1,-2.279459839E0,9.492809601E0,9.767506317E0
2.331147500E-1,3.203338623E-1,-2.237546997E0,9.535770264E0,9.800007391E0
2.431387500E-1,3.294648743E-1,-2.202220459E0,9.655521240E0,9.908956175E0
2.531637500E-1,3.324586487E-1,-2.182461548E0,9.767787781E0,1.001415724E1
2.631887500E-1,3.424877930E-1,-2.192790070E0,9.816586304E0,1.006434264E1
2.732137500E-1,3.436853027E-1,-2.196831665E0,9.817933502E0,1.006657872E1
2.832377500E-1,3.188369751E-1,-2.186203766E0,9.788744202E0,1.003497170E1
2.932627500E-1,2.811154175E-1,-2.187700653E0,9.684710541E0,9.932707500E0
3.032877500E-1,2.528242493E-1,-2.199526062E0,9.589807892E0,9.842065352E0
3.133127500E-1,2.480342102E-1,-2.215991821E0,9.581575012E0,9.837617620E0
3.233377500E-1,2.661465454E-1,-2.227817230E0,9.578581238E0,9.837846417E0
3.333617500E-1,2.859054565E-1,-2.226619720E0,9.611063690E0,9.869757979E0
3.433867500E-1,2.950364685E-1,-2.252366180E0,9.688153381E0,9.950905279E0
3.534117500E-1,3.219804382E-1,-2.274370422E0,9.734706573E0,1.000204701E1
3.634367500E-1,3.257226562E-1,-2.285746765E0,9.714797974E0,9.985390988E0
3.734607500E-1,3.293151855E-1,-2.283651123E0,9.681866455E0,9.952991962E0
3.834857500E-1,3.231779480E-1,-2.277513885E0,9.674232330E0,9.943957193E0
3.935107500E-1,3.209326172E-1,-2.273621979E0,9.674382019E0,9.943139449E0
4.035357500E-1,3.085084534E-1,-2.270179138E0,9.671388245E0,9.939046301E0
4.135607500E-1,3.300636292E-1,-2.265389099E0,9.658814392E0,9.926410491E0
4.235847500E-1,3.390449524E-1,-2.259102173E0,9.664053497E0,9.930378850E0
4.336097500E-1,3.342549133E-1,-2.243534546E0,9.660011902E0,9.922751813E0
4.436347500E-1,3.427871704E-1,-2.219734039E0,9.660460968E0,9.918126253E0
4.536597500E-1,3.293151855E-1,-2.201022949E0,9.665101318E0,9.918020670E0
4.636837500E-1,3.097059631E-1,-2.176623688E0,9.661359100E0,9.908353452E0
4.737087500E-1,2.733316040E-1,-2.164648590E0,9.654174042E0,9.897650737E0
4.837337500E-1,2.787203979E-1,-2.153571625E0,9.642348633E0,9.883847579E0
4.937587500E-1,3.291654968E-1,-2.157313843E0,9.616302795E0,9.860812968E0
5.037827500E-1,3.649411011E-1,-2.149230652E0,9.586664429E0,9.831404237E0
5.138077500E-1,3.478765869E-1,-2.158062286E0,9.595196686E0,9.841039091E0
5.238327500E-1,3.171903992E-1,-2.176473999E0,9.630074158E0,9.878055330E0
5.338577500E-1,3.121009827E-1,-2.201621704E0,9.657167816E0,9.909865558E0
5.438827500E-1,3.203338623E-1,-2.244133301E0,9.685608673E0,9.947349568E0
5.539067500E-1,3.363505554E-1,-2.261646881E0,9.721533966E0,9.986811351E0
5.639317500E-1,3.653901672E-1,-2.264341278E0,9.774823151E0,1.004031469E1
