"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.180416676E-4,-5.459147644E-1,-3.448678436E0,9.800419922E0,1.040382797E1
1.064304169E-2,-2.981799316E-1,-3.428919525E0,9.422455902E0,1.003140447E1
2.066804169E-2,-2.811154175E-1,-3.366948395E0,8.770262146E0,9.398556564E0
3.069304168E-2,1.688488770E-1,-3.294948120E0,8.352780304E0,8.980764548E0
4.071804168E-2,2.540217590E-1,-3.155587921E0,8.488398285E0,9.059534625E0
5.074304168E-2,-1.218466187E-1,-2.871029663E0,8.996292114E0,9.444094966E0
6.076804167E-2,-3.835025024E-1,-2.659519501E0,9.581125946E0,9.950783514E0
7.079304167E-2,-3.517684937E-1,-2.560425568E0,9.939780121E0,1.027028476E1
8.081804169E-2,-3.291654968E-1,-2.535128174E0,1.006926086E1,1.038870729E1
9.084304169E-2,-3.824546814E-1,-2.609224091E0,9.983638916E0,1.032605287E1
1.008680417E-1,-4.469705200E-1,-2.792742462E0,9.755064240E0,1.015679435E1
1.108930417E-1,-5.263055420E-1,-3.031046906E0,9.506580963E0,9.991962994E0
1.209180417E-1,-6.021977234E-1,-3.243604889E0,9.274264069E0,9.843555698E0
1.309430417E-1,-6.520440674E-1,-3.463647308E0,9.028475189E0,9.692026537E0
1.409680417E-1,-6.499484253E-1,-3.692820740E0,8.919501801E0,9.675581137E0
1.509930417E-1,-5.956114197E-1,-3.890110474E0,9.039103088E0,9.858655948E0
1.610180417E-1,-5.233117676E-1,-4.014352112E0,9.361682281E0,1.019950848E1
1.710430417E-1,-4.195774841E-1,-4.077820129E0,9.721533966E0,1.055049217E1
1.810680417E-1,-2.977308655E-1,-4.021387482E0,9.895322571E0,1.068539235E1
1.910930417E-1,-2.092648315E-1,-3.811523895E0,9.830207977E0,1.054535419E1
2.011180417E-1,-1.764830017E-1,-3.543581085E0,9.680070190E0,1.030979496E1
2.111430417E-1,-2.233355713E-1,-3.263363800E0,9.531878357E0,1.007750600E1
2.211680417E-1,-3.007246399E-1,-2.976709900E0,9.320368195E0,9.788794636E0
2.311930417E-1,-3.860472107E-1,-2.674937439E0,9.110803986E0,9.503213773E0
2.412180417E-1,-4.456233215E-1,-2.406395874E0,8.963061218E0,9.291167184E0
2.512430417E-1,-5.400769043E-1,-2.212099915E0,8.954678650E0,9.239661185E0
2.612680417E-1,-6.688092041E-1,-2.127525787E0,9.107510834E0,9.376589215E0
2.712930417E-1,-7.354206848E-1,-2.117197266E0,9.264683990E0,9.531932505E0
2.813180417E-1,-7.363188171E-1,-2.155068512E0,9.389674072E0,9.661907931E0
2.913430417E-1,-6.337820435E-1,-2.247276764E0,9.462722168E0,9.746540071E0
3.013680417E-1,-4.770579529E-1,-2.401156769E0,9.449998627E0,9.761947150E0
3.113930417E-1,-3.522175598E-1,-2.607427826E0,9.387129364E0,9.748894028E0
3.214180417E-1,-2.555186462E-1,-2.832409973E0,9.310339050E0,9.735001246E0
3.314430417E-1,-2.243833923E-1,-3.075654144E0,9.293424225E0,9.791717426E0
3.414680417E-1,-2.127076721E-1,-3.262765045E0,9.322912903E0,9.879655120E0
3.514930417E-1,-2.249821472E-1,-3.405268707E0,9.406139832E0,1.000609507E1
3.615180417E-1,-2.234852600E-1,-3.475622406E0,9.503587189E0,1.012166321E1
3.715430417E-1,-1.968406677E-1,-3.478316803E0,9.544152832E0,1.016013225E1
3.815680417E-1,-1.751358032E-1,-3.414549408E0,9.597741394E0,1.018854553E1
3.915930417E-1,-1.884580994E-1,-3.279829559E0,9.661059723E0,1.020435561E1
4.016180417E-1,-2.421963501E-1,-3.111878815E0,9.704768829E0,1.019436054E1
4.116430417E-1,-3.622467041E-1,-2.964585114E0,9.719588013E0,1.016810595E1
4.216680417E-1,-4.683760071E-1,-2.867886200E0,9.684560852E0,1.011112586E1
4.316930417E-1,-5.165757751E-1,-2.862198029E0,9.638606415E0,1.006785785E1
4.417180417E-1,-4.951702881E-1,-2.927013245E0,9.603279877E0,1.005164586E1
4.517430417E-1,-4.680766296E-1,-3.027304688E0,9.555229797E0,1.003424566E1
4.617680417E-1,-4.951702881E-1,-3.101999359E0,9.508826294E0,1.001425839E1
4.717930417E-1,-5.522016907E-1,-3.125051422E0,9.463919678E0,9.981815905E0
4.818180417E-1,-5.752537537E-1,-3.125051422E0,9.451645203E0,9.971482353E0
4.918430417E-1,-5.764512634E-1,-3.116668854E0,9.459129639E0,9.976023974E0
5.018680417E-1,-5.457650757E-1,-3.097209320E0,9.457033997E0,9.966245888E0
5.118930417E-1,-5.087919617E-1,-3.053051147E0,9.400152283E0,9.896608182E0
5.219180417E-1,-4.694238281E-1,-3.000660095E0,9.362580414E0,9.842877209E0
5.319430417E-1,-3.941304016E-1,-2.967279510E0,9.387728119E0,9.853401732E0
5.419680417E-1,-3.257226562E-1,-2.976111145E0,9.465566254E0,9.927752883E0
5.519930417E-1,-2.504292297E-1,-2.989283752E0,9.538314972E0,9.998899172E0
5.620180417E-1,-2.040257263E-1,-3.033292236E0,9.538464661E0,1.001123351E1
5.720430417E-1,-1.959425354E-1,-3.062481537E0,9.499395905E0,9.982770617E0
5.820680417E-1,-2.401007080E-1,-3.086431732E0,9.468110962E0,9.961367094E0
5.920930417E-1,-3.014730835E-1,-3.117566986E0,9.462123413E0,9.967040153E0
6.021180417E-1,-3.767665100E-1,-3.152893524E0,9.458231506E0,9.977015275E0
6.121430417E-1,-4.418811035E-1,-3.168760529E0,9.459878082E0,9.986270351E0
6.221680417E-1,-4.733157349E-1,-3.159479828E0,9.470505981E0,9.994839874E0
6.321930417E-1,-4.713697815E-1,-3.132984924E0,9.517508240E0,1.003098934E1
6.422180417E-1,-4.552033997E-1,-3.091072083E0,9.544901276E0,1.004326028E1
6.522430417E-1,-4.358935547E-1,-3.038681030E0,9.561217346E0,1.004193521E1
6.622680417E-1,-4.230203247E-1,-2.988235931E0,9.568103027E0,1.003280099E1
6.722930417E-1,-4.231700134E-1,-2.944975891E0,9.547296295E0,1.000014112E1
6.823180417E-1,-4.228706360E-1,-2.914589081E0,9.547745361E0,9.991651043E0
6.923430417E-1,-4.279600525E-1,-2.899320831E0,9.580078125E0,1.001833858E1
7.023680417E-1,-4.306544495E-1,-2.891836395E0,9.543554077E0,9.981362904E0
7.123930417E-1,-4.331991577E-1,-2.890788574E0,9.490264893E0,9.930228991E0
7.224179583E-1,-4.320016479E-1,-2.906206512E0,9.435329132E0,9.882211167E0
7.324429583E-1,-4.222718811E-1,-2.903212738E0,9.416917419E0,9.863330646E0
7.424679583E-1,-4.144880676E-1,-2.908302155E0,9.426647186E0,9.873788480E0
7.524929584E-1,-4.426295471E-1,-2.918630676E0,9.466913452E0,9.916490118E0
7.625179584E-1,-4.734654236E-1,-2.937641144E0,9.513017578E0,9.967517667E0
7.725429584E-1,-4.942721558E-1,-2.958747253E0,9.570048981E0,1.002917383E1
7.825679583E-1,-4.646337891E-1,-2.995271301E0,9.619595947E0,1.008583962E1
7.925929583E-1,-4.352947998E-1,-3.027154999E0,9.622140656E0,1.009647165E1
8.026179583E-1,-4.402345276E-1,-3.012784882E0,9.505982208E0,9.981702106E0
8.126429583E-1,-4.704716492E-1,-2.982398071E0,9.308393097E0,9.785817486E0
8.226679584E-1,-5.038522339E-1,-2.931354218E0,9.253457336E0,9.719731339E0
8.326929584E-1,-4.888833618E-1,-2.873424683E0,9.409732361E0,9.850819227E0
8.427179584E-1,-4.808001709E-1,-2.863844604E0,9.469458160E0,9.904716683E0
8.527429583E-1,-5.508544922E-1,-2.902164917E0,9.508676605E0,9.956953985E0
8.627669583E-1,-4.866380310E-1,-2.994373169E0,9.526339874E0,9.997711671E0
