"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
-4.787916550E-4,-4.034111023E-1,-3.073109436E0,9.235345001E0,9.741577871E0
9.546208341E-3,-4.351451111E-1,-3.072810059E0,8.963210907E0,9.485286642E0
1.957120834E-2,-4.215234375E-1,-3.026705933E0,8.439899139E0,8.976108750E0
2.959520835E-2,-4.049079895E-1,-2.986289978E0,8.295000458E0,8.825469444E0
3.962020835E-2,-3.734733582E-1,-3.009491730E0,8.751850433E0,9.262365185E0
4.964520835E-2,-3.493734741E-1,-3.080294495E0,9.367220764E0,9.866868847E0
5.967020834E-2,-3.860472107E-1,-3.154689789E0,9.755213928E0,1.025988786E1
6.969420833E-2,-4.613406372E-1,-3.204536133E0,9.826615448E0,1.034621951E1
7.971920836E-2,-5.135820007E-1,-3.237467651E0,9.710756378E0,1.024908546E1
8.974420835E-2,-5.173242188E-1,-3.247047729E0,9.591753845E0,1.013965902E1
9.976920835E-2,-4.757107544E-1,-3.247197418E0,9.481133881E0,1.003306989E1
1.097932083E-1,-4.321513367E-1,-3.248843994E0,9.366172943E0,9.923050825E0
1.198182083E-1,-4.135899353E-1,-3.246149597E0,9.269623718E0,9.830283196E0
1.298432084E-1,-4.240681458E-1,-3.235821075E0,9.269024963E0,9.826759160E0
1.398682084E-1,-4.203259277E-1,-3.253184967E0,9.384285278E0,9.941061136E0
1.498922083E-1,-4.059558105E-1,-3.266357574E0,9.488917694E0,1.004357760E1
1.599172083E-1,-3.944297791E-1,-3.271746368E0,9.553732910E0,1.010612248E1
1.699422083E-1,-3.721261597E-1,-3.247496796E0,9.545500031E0,1.008966224E1
1.799672083E-1,-3.835025024E-1,-3.214116211E0,9.496701508E0,1.003319275E1
1.899912083E-1,-4.093986511E-1,-3.173550568E0,9.445208588E0,9.972512007E0
2.000162083E-1,-4.098477173E-1,-3.131787415E0,9.404642944E0,9.920855632E0
2.100412083E-1,-4.170327759E-1,-3.111878815E0,9.421108704E0,9.930508310E0
2.200662083E-1,-4.164340210E-1,-3.100652161E0,9.444609833E0,9.949277160E0
2.300902084E-1,-4.149371338E-1,-3.078198853E0,9.461824036E0,9.958594031E0
2.401152083E-1,-4.164340210E-1,-3.067421265E0,9.481133881E0,9.973684884E0
2.501402083E-1,-4.209246826E-1,-3.040776672E0,9.498647461E0,9.982374665E0
2.601642083E-1,-4.333488464E-1,-3.033292236E0,9.504335632E0,9.986042701E0
2.701892084E-1,-4.282594299E-1,-3.062930603E0,9.468110962E0,9.960425453E0
2.802142084E-1,-4.177812195E-1,-3.093467102E0,9.433532867E0,9.936580006E0
2.902392083E-1,-4.155358887E-1,-3.118016052E0,9.408385162E0,9.920302694E0
3.002632083E-1,-4.266128540E-1,-3.156785431E0,9.416168976E0,9.940398934E0
3.102882083E-1,-4.423301697E-1,-3.182831268E0,9.434730377E0,9.966955812E0
3.203132083E-1,-4.429289246E-1,-3.203488312E0,9.442663879E0,9.981103373E0
3.303382084E-1,-4.572990417E-1,-3.206033020E0,9.424551544E0,9.965437369E0
3.403622083E-1,-4.655319214E-1,-3.196602631E0,9.414372711E0,9.953160397E0
3.503872083E-1,-4.499642944E-1,-3.187621307E0,9.422306213E0,9.957070445E0
3.604122083E-1,-4.255650330E-1,-3.186723175E0,9.443112946E0,9.975404367E0
3.704372083E-1,-3.905378723E-1,-3.199746094E0,9.445507965E0,9.980406586E0
3.804612083E-1,-3.832031250E-1,-3.200045471E0,9.418563995E0,9.954721663E0
3.904862083E-1,-3.995191956E-1,-3.188519440E0,9.407037964E0,9.940756262E0
4.005112083E-1,-4.173321533E-1,-3.189267883E0,9.380093994E0,9.916237144E0
4.105362083E-1,-4.537065125E-1,-3.190615082E0,9.354946289E0,9.894488075E0
4.205602084E-1,-4.788542175E-1,-3.187022552E0,9.337881775E0,9.878382973E0
4.305852083E-1,-4.788542175E-1,-3.183729401E0,9.321865082E0,9.862180431E0
4.406102083E-1,-4.710704041E-1,-3.162473602E0,9.347012787E0,9.878754711E0
4.506352083E-1,-4.656816101E-1,-3.144660645E0,9.367819519E0,9.892511939E0
4.606592083E-1,-4.522096252E-1,-3.146756287E0,9.383387146E0,9.907296453E0
4.706842084E-1,-4.529580688E-1,-3.160228271E0,9.407337341E0,9.934294620E0
4.807092084E-1,-4.499642944E-1,-3.175945587E0,9.399703217E0,9.931944361E0
4.907342083E-1,-4.438270569E-1,-3.192710724E0,9.363179169E0,9.902500107E0
5.007582083E-1,-4.379891968E-1,-3.203638000E0,9.353599091E0,9.896713946E0
5.107832083E-1,-4.355941772E-1,-3.196752319E0,9.354497223E0,9.895230466E0
5.208082084E-1,-4.236190796E-1,-3.182382202E0,9.377100220E0,9.911458931E0
5.308322083E-1,-4.378395081E-1,-3.170706482E0,9.397757263E0,9.927886210E0
5.408572083E-1,-4.439767456E-1,-3.156336365E0,9.420060883E0,9.944703195E0
5.508822083E-1,-4.357438660E-1,-3.157833252E0,9.420060883E0,9.944814256E0
5.609072083E-1,-4.331991577E-1,-3.155887299E0,9.413773956E0,9.938129917E0
5.709312083E-1,-4.225712585E-1,-3.130140839E0,9.417665863E0,9.933215917E0
5.809562083E-1,-4.385879517E-1,-3.108136597E0,9.423653412E0,9.932679202E0
5.909812083E-1,-4.448748779E-1,-3.091670837E0,9.435778198E0,9.939328570E0
6.010062083E-1,-4.457730103E-1,-3.081192627E0,9.447603607E0,9.947345148E0
6.110302084E-1,-4.393363953E-1,-3.085234222E0,9.457333374E0,9.957551969E0
6.210552084E-1,-4.466711426E-1,-3.110082550E0,9.424850922E0,9.934784521E0
6.310802083E-1,-4.324507141E-1,-3.116369476E0,9.413474579E0,9.925335056E0
6.411052083E-1,-4.177812195E-1,-3.129392395E0,9.405840454E0,9.921566034E0
6.511292083E-1,-4.168830872E-1,-3.137475586E0,9.402846680E0,9.921243382E0
