"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.791125000E-3,6.542893982E-1,-9.157955933E-1,9.022637329E0,9.092566225E0
1.281612500E-2,7.673043823E-1,-9.755213928E-1,1.012150223E1,1.019731363E1
2.284112500E-2,7.740403748E-1,-1.143621826E0,1.055245605E1,1.064243103E1
3.286712500E-2,7.852670288E-1,-1.306333466E0,1.025667114E1,1.036930347E1
4.289212500E-2,8.677455139E-1,-1.392554169E0,9.857301636E0,9.992926745E0
5.291812499E-2,9.797126770E-1,-1.413211212E0,9.655521240E0,9.807450906E0
6.294312500E-2,1.113235016E0,-1.386117554E0,9.652677155E0,9.815028799E0
7.296812499E-2,1.263522491E0,-1.317560120E0,9.682465210E0,9.853049594E0
8.299412500E-2,1.320703583E0,-1.224753113E0,9.689051514E0,9.855049334E0
9.301912499E-2,1.271605682E0,-1.127305756E0,9.691446533E0,9.839305625E0
1.030451250E-1,1.229393463E0,-1.064436493E0,9.681716766E0,9.817335325E0
1.130701250E-1,1.144519958E0,-1.088686066E0,9.820328522E0,9.946557975E0
1.230951250E-1,9.945318604E-1,-1.179098053E0,1.010249176E1,1.021957463E1
1.331211250E-1,9.138496399E-1,-1.275497589E0,9.972112885E0,1.009480315E1
1.431461250E-1,8.024812317E-1,-1.378633118E0,9.553433533E0,9.685695518E0
1.531721250E-1,8.881031799E-1,-1.451681213E0,9.643097076E0,9.792110438E0
1.631971250E-1,1.192270660E0,-1.443298645E0,1.000938538E1,1.018294731E1
1.732221250E-1,1.317560120E0,-1.423240356E0,1.007000931E1,1.025507997E1
1.832481250E-1,1.241518250E0,-1.390907593E0,9.863289185E0,1.003795124E1
1.932731250E-1,1.146615601E0,-1.357527008E0,9.921368408E0,1.007924392E1
2.032991250E-1,1.114881592E0,-1.285826111E0,9.945168915E0,1.008973213E1
2.133241250E-1,1.064586182E0,-1.202748871E0,9.792336731E0,9.923195415E0
2.233491250E-1,1.007255402E0,-1.151106262E0,9.826465759E0,9.944799565E0
2.333751250E-1,1.098266144E0,-1.121916962E0,9.984686737E0,1.010736639E1
2.434001250E-1,1.503922577E0,-9.731263733E-1,9.905351715E0,1.006601960E1
2.534261250E-1,1.465901642E0,-8.006849670E-1,1.009380981E1,1.023107817E1
2.634511250E-1,1.293609924E0,-6.855743408E-1,1.006462051E1,1.017054693E1
2.734761250E-1,1.141975250E0,-6.195616150E-1,9.894125061E0,9.979061819E0
2.835021250E-1,1.090931396E0,-6.700067139E-1,9.869725800E0,9.952413158E0
2.935271250E-1,1.101409607E0,-7.599696350E-1,9.978399811E0,1.006772664E1
3.035531250E-1,1.066532135E0,-9.008267212E-1,1.005264542E1,1.014912112E1
3.135781250E-1,9.358538818E-1,-1.087787933E0,1.009830048E1,1.019974400E1
3.236031250E-1,7.607180786E-1,-1.254990234E0,1.011940659E1,1.022526685E1
3.336291250E-1,6.246510315E-1,-1.392853546E0,1.002345612E1,1.013902867E1
3.436541250E-1,5.662724304E-1,-1.437311096E0,9.857002258E0,9.977325352E0
3.536801250E-1,6.207591248E-1,-1.374292145E0,9.736053772E0,9.852145139E0
3.637051250E-1,7.806266785E-1,-1.183588715E0,9.738897858E0,9.841564496E0
3.737301250E-1,9.990225220E-1,-9.307644653E-1,9.914482727E0,1.000806356E1
3.837561250E-1,1.259181519E0,-7.053332520E-1,1.009605515E1,1.019869416E1
3.937811250E-1,1.442101135E0,-5.707630920E-1,1.014664993E1,1.026449858E1
4.038061250E-1,1.443747711E0,-5.266049194E-1,9.994416504E0,1.011187824E1
4.138321250E-1,1.302890625E0,-6.191125488E-1,9.635163574E0,9.742545942E0
