"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.048333332E-3,1.547781372E-1,-3.407214661E0,9.574539642E0,1.016390070E1
1.107333333E-2,2.186952209E-1,-3.208727417E0,8.587192841E0,9.169713197E0
2.109733332E-2,8.083190918E-2,-3.019969940E0,7.800428925E0,8.365013069E0
3.112233331E-2,-5.119354248E-2,-2.906356201E0,8.036038971E0,8.545609954E0
4.114733331E-2,5.194198608E-2,-2.946023712E0,9.051676941E0,9.519170611E0
5.117133333E-2,1.953437805E-1,-3.100951538E0,9.951605530E0,1.042537828E1
6.119633332E-2,1.836680603E-1,-3.240311737E0,1.025622208E1,1.075748323E1
7.122133332E-2,6.780899048E-2,-3.337459717E0,1.011731094E1,1.065378882E1
8.124533333E-2,1.960922241E-2,-3.345393219E0,9.813293152E0,1.036787166E1
9.127033333E-2,3.757186890E-2,-3.306324463E0,9.545500031E0,1.010196832E1
1.012953333E-1,4.939727783E-2,-3.246898041E0,9.275611267E0,9.827601506E0
1.113193333E-1,4.730163574E-2,-3.196752319E0,9.040150909E0,9.588836806E0
1.213443333E-1,2.050735474E-2,-3.154240723E0,8.972192230E0,9.510514629E0
1.313693333E-1,1.945953369E-2,-3.136427765E0,9.146579590E0,9.669409289E0
1.413933333E-1,3.742218018E-2,-3.143014069E0,9.416767731E0,9.927509877E0
1.514183333E-1,6.107299805E-2,-3.173700256E0,9.594298553E0,1.010577399E1
1.614433333E-1,6.002517700E-2,-3.224744110E0,9.622290344E0,1.014845057E1
1.714673333E-1,8.202941895E-2,-3.259471893E0,9.520202637E0,1.006305839E1
1.814923333E-1,9.879455566E-2,-3.268902283E0,9.416168976E0,9.967934625E0
1.915173333E-1,1.092727661E-1,-3.261268158E0,9.325906677E0,9.880300901E0
2.015413333E-1,1.175056458E-1,-3.245550842E0,9.287586365E0,9.839037978E0
2.115663333E-1,1.091230774E-1,-3.222798157E0,9.325906677E0,9.867667970E0
2.215913333E-1,9.580078125E-2,-3.200344849E0,9.399852905E0,9.930187288E0
2.316153333E-1,7.903564453E-2,-3.188220062E0,9.465865631E0,9.988673883E0
2.416403333E-1,6.286926270E-2,-3.195554810E0,9.474547577E0,9.999128706E0
2.516653333E-1,4.176315308E-2,-3.197949829E0,9.442963257E0,9.969863707E0
2.616903333E-1,2.978805542E-2,-3.194207611E0,9.398056641E0,9.926092797E0
2.717143333E-1,2.993774414E-2,-3.201841736E0,9.370962982E0,9.902910379E0
2.817393333E-1,4.311035156E-2,-3.205733643E0,9.352401581E0,9.886657778E0
2.917643333E-1,5.029541016E-2,-3.209924927E0,9.367819519E0,9.902635518E0
3.017883333E-1,6.616241455E-2,-3.209475861E0,9.397906952E0,9.931050692E0
3.118133333E-1,6.496490479E-2,-3.196902008E0,9.418264618E0,9.946261172E0
3.218383333E-1,5.463638306E-2,-3.208128662E0,9.435628510E0,9.966251051E0
3.318623333E-1,4.655319214E-2,-3.218008118E0,9.433233490E0,9.967127847E0
3.418873333E-1,5.044509888E-2,-3.229384460E0,9.411079559E0,9.949868701E0
3.519123333E-1,4.715194702E-2,-3.240162048E0,9.380842438E0,9.924770942E0
3.619363333E-1,3.457809448E-2,-3.238216095E0,9.369765472E0,9.913614080E0
3.719613333E-1,3.098556519E-2,-3.222648468E0,9.374705200E0,9.913199324E0
3.819863333E-1,4.445755005E-2,-3.212170258E0,9.391170959E0,9.925427257E0
3.920103333E-1,5.493576050E-2,-3.198398895E0,9.411528625E0,9.940304045E0
4.020353333E-1,6.990463257E-2,-3.191363525E0,9.419013062E0,9.945224727E0
4.120603333E-1,6.122268677E-2,-3.201242981E0,9.422455902E0,9.951601884E0
4.220843333E-1,4.894821167E-2,-3.214265900E0,9.408235474E0,9.942273177E0
4.321093333E-1,4.355941772E-2,-3.225043488E0,9.384584656E0,9.923367981E0
4.421343333E-1,4.146377563E-2,-3.234623566E0,9.375154266E0,9.917561514E0
