"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.127804458E0,4.433779907E-1,4.418811035E-1,9.854906616E0
8.137775458E0,5.044509888E-1,4.590953064E-1,1.008991791E1
8.147747458E0,4.948709106E-1,4.321513367E-1,9.880204010E0
8.157719458E0,4.691244507E-1,4.303550720E-1,9.686057739E0
8.167691458E0,4.107458496E-1,4.224215698E-1,9.798174591E0
8.177662459E0,3.736230469E-1,4.406835938E-1,9.880802765E0
8.187634459E0,4.349954224E-1,5.123844910E-1,9.863438873E0
8.197606458E0,5.078938293E-1,5.559439087E-1,9.887389069E0
8.207577458E0,5.065466309E-1,5.562432861E-1,9.936037903E0
8.217549458E0,4.745132446E-1,5.357359314E-1,9.862690430E0
8.227521458E0,4.854405212E-1,5.201683044E-1,9.787546692E0
8.237493458E0,5.390290833E-1,5.141807556E-1,9.844578094E0
8.247464458E0,5.833369446E-1,5.177732849E-1,9.922715607E0
8.257436625E0,6.177653503E-1,5.165757751E-1,9.921218719E0
8.267408625E0,6.616241455E-1,5.150788879E-1,9.856702881E0
8.277379625E0,7.044351196E-1,4.876858521E-1,9.808203735E0
8.287351625E0,7.261399841E-1,4.540058899E-1,9.834399261E0
8.297323625E0,7.411088562E-1,4.303550720E-1,9.881700897E0
8.307295625E0,7.313790894E-1,4.119433594E-1,9.875713348E0
8.317266625E0,7.096742249E-1,3.942800903E-1,9.846823425E0
8.327238625E0,6.604266357E-1,3.860472107E-1,9.834548950E0
8.337210625E0,6.177653503E-1,4.019142151E-1,9.853260040E0
8.347181625E0,6.027964783E-1,4.228706360E-1,9.858199768E0
8.357153625E0,5.749543762E-1,4.493655396E-1,9.874366150E0
8.367125625E0,5.670208740E-1,4.776567078E-1,9.873168640E0
8.377096625E0,5.734574890E-1,4.971162415E-1,9.859696655E0
8.387068625E0,5.806425476E-1,4.933740234E-1,9.833501129E0
8.397040625E0,5.689668274E-1,4.772076416E-1,9.812993774E0
8.407012625E0,5.459147644E-1,4.472698975E-1,9.821675720E0
8.416983625E0,5.213658142E-1,4.403842163E-1,9.833650818E0
8.426955625E0,5.041516113E-1,4.415817261E-1,9.847571869E0
8.436927625E0,5.071453857E-1,4.453239441E-1,9.861043854E0
8.446898625E0,5.095404053E-1,4.580474854E-1,9.852960663E0
8.456870625E0,5.108876038E-1,4.553530884E-1,9.839937744E0
8.466842625E0,5.183720398E-1,4.706213379E-1,9.858798523E0
8.476814625E0,5.246589661E-1,4.772076416E-1,9.868677979E0
8.486785625E0,5.354365540E-1,4.757107544E-1,9.863139496E0
8.496757625E0,5.568420410E-1,4.593946838E-1,9.863438873E0
8.506729625E0,5.556445312E-1,4.466711426E-1,9.870923309E0
8.516700625E0,5.385800171E-1,4.540058899E-1,9.871522064E0
8.526672625E0,5.298980713E-1,4.680766296E-1,9.886640625E0
8.536644625E0,5.272036743E-1,4.881349182E-1,9.873917084E0
8.546616625E0,5.183720398E-1,5.060975647E-1,9.857151947E0
8.556587625E0,5.165757751E-1,5.134323120E-1,9.836644592E0
8.566559625E0,5.508544922E-1,5.120851135E-1,9.808203735E0
8.576531625E0,5.679190063E-1,5.041516113E-1,9.757908325E0
8.586502625E0,6.315367126E-1,4.824467468E-1,9.754615173E0
8.596474625E0,6.580316162E-1,4.532574463E-1,9.820328522E0
8.606446625E0,6.569837952E-1,4.098477173E-1,9.914183350E0
8.616418625E0,6.113287354E-1,4.034111023E-1,9.977950745E0
8.626389625E0,5.658233643E-1,4.219725037E-1,9.962233429E0
8.636361625E0,5.412744141E-1,4.559518433E-1,9.964778137E0
8.646333625E0,4.839436340E-1,4.700225830E-1,9.938432922E0
8.656304625E0,4.237687683E-1,4.611909485E-1,9.555978241E0
8.666276625E0,4.712200928E-1,4.397854614E-1,9.510173492E0
8.676248625E0,4.959187317E-1,4.667294312E-1,1.008557693E1
8.686220625E0,4.650828552E-1,5.095404053E-1,1.023346939E1
8.696191625E0,4.933740234E-1,5.204676819E-1,9.859247589E0
8.706163625E0,4.840933228E-1,4.444258118E-1,9.531578979E0
8.716135625E0,4.908293152E-1,3.677851868E-1,9.653425598E0
8.726106625E0,4.755610657E-1,3.426374817E-1,9.991871796E0
8.736078625E0,4.629872131E-1,4.062551880E-1,9.962083740E0
8.746050625E0,5.105882263E-1,4.986131287E-1,9.829908600E0
8.756022625E0,5.337899780E-1,5.316943359E-1,9.814340973E0
8.765993625E0,4.857398987E-1,5.267546082E-1,9.887389069E0
8.775965625E0,4.426295471E-1,5.176235962E-1,9.898765411E0
8.785937625E0,4.731660461E-1,5.185217285E-1,9.869576111E0
8.795908625E0,5.284011841E-1,5.119354248E-1,9.863289185E0
8.805880625E0,5.469625854E-1,4.793032837E-1,9.837692413E0
8.815852625E0,5.342390442E-1,4.381388855E-1,9.847871246E0
8.825824625E0,5.333409119E-1,3.984713745E-1,9.874216461E0
8.835795625E0,4.980143738E-1,3.793112183E-1,9.876461792E0
8.845767625E0,4.665797424E-1,3.890409851E-1,9.893226929E0
8.855739625E0,4.802014160E-1,3.769161987E-1,9.893376617E0
8.865710625E0,5.212161255E-1,3.697311401E-1,9.890831909E0
8.875682625E0,5.801934814E-1,3.787124634E-1,9.883347473E0
8.885654625E0,6.198609924E-1,3.728746033E-1,9.883347473E0
8.895626625E0,6.355783081E-1,3.697311401E-1,9.884694672E0
8.905597625E0,6.161187744E-1,3.731739807E-1,9.885892181E0
8.915569625E0,5.743556213E-1,3.989204407E-1,9.868079224E0
8.925541625E0,5.372328186E-1,4.255650330E-1,9.822723541E0
8.935512625E0,5.424719238E-1,4.782554626E-1,9.737700348E0
8.945484625E0,5.773493958E-1,5.456153870E-1,9.926757202E0
8.955456625E0,6.689588928E-1,5.231620789E-1,1.008048752E1
8.965428625E0,6.319857788E-1,4.778063965E-1,9.770781555E0
8.975399625E0,5.447172546E-1,4.803511047E-1,9.685608673E0
8.985371625E0,5.122348022E-1,4.854405212E-1,9.861642609E0
8.995343625E0,5.292993164E-1,5.054988098E-1,9.926158447E0
9.005314625E0,6.129753113E-1,5.499563599E-1,9.860295410E0
9.015286625E0,6.704557800E-1,5.463638306E-1,9.865085449E0
9.025258625E0,6.506968689E-1,4.781057739E-1,9.883048096E0
9.035230625E0,5.743556213E-1,4.264631653E-1,9.839788055E0
9.045201625E0,4.918771362E-1,4.137396240E-1,9.833201752E0
9.055173625E0,4.604425049E-1,4.215234375E-1,9.870923309E0
9.065145625E0,4.520599365E-1,4.239184570E-1,9.868079224E0
9.075116625E0,4.441264343E-1,4.321513367E-1,9.812395020E0
9.085088625E0,4.297563171E-1,4.144880676E-1,9.766590271E0
9.095060625E0,4.507127380E-1,3.763174438E-1,9.802365875E0
9.105032625E0,5.096900940E-1,3.481759644E-1,9.873917084E0
9.115003625E0,5.683680725E-1,3.254232788E-1,9.881102142E0
9.124975625E0,5.933660889E-1,2.933898926E-1,9.878108368E0
9.134947625E0,6.170169067E-1,2.860551453E-1,9.865085449E0
9.144918625E0,6.481521606E-1,3.094065857E-1,9.872869263E0
9.154890625E0,6.692582703E-1,3.357518005E-1,9.872270508E0
9.164862625E0,6.282435608E-1,3.776646423E-1,9.870623932E0
9.174834625E0,6.066883850E-1,4.297563171E-1,9.874665527E0
9.184805625E0,5.710624695E-1,4.713697815E-1,9.866881714E0
9.194777625E0,5.278024292E-1,4.992118835E-1,9.826914825E0
9.204749625E0,5.164260864E-1,5.049000549E-1,9.829010468E0
9.214720625E0,4.969665527E-1,4.917274475E-1,9.847272491E0
9.224692625E0,4.843927002E-1,4.468208313E-1,9.838889923E0
9.234664625E0,4.840933228E-1,3.965254211E-1,9.802814941E0
9.244636625E0,4.746629333E-1,3.969744873E-1,9.771829376E0
9.254607958E0,4.610412598E-1,4.224215698E-1,9.840835876E0
9.264579959E0,4.806504822E-1,4.749623108E-1,9.913584595E0
9.274551959E0,4.683760071E-1,5.620811462E-1,9.926008759E0
9.284522958E0,4.345463562E-1,6.354286194E-1,9.926757202E0
9.294494958E0,4.529580688E-1,6.721023560E-1,9.900112610E0
9.304466958E0,4.944218445E-1,6.783892822E-1,9.854756927E0
9.314438958E0,5.056484985E-1,6.682104492E-1,9.787397003E0
9.324409958E0,5.146298218E-1,6.595285034E-1,9.781409454E0
9.334381958E0,5.550457764E-1,6.327342224E-1,9.818382568E0
9.344353958E0,6.014492798E-1,5.933660889E-1,9.851613464E0
9.354324959E0,6.092330933E-1,5.454656982E-1,9.898915100E0
9.364296958E0,5.902226257E-1,4.903802490E-1,9.918973389E0
9.374268958E0,5.583389282E-1,4.498146057E-1,9.890532532E0
9.384240958E0,5.231620789E-1,4.442761230E-1,9.825417938E0
9.394211958E0,5.185217285E-1,4.475692749E-1,9.793234863E0
9.404183958E0,5.328918457E-1,4.766088867E-1,9.825717316E0
9.414155958E0,5.559439087E-1,5.057981873E-1,9.900112610E0
9.424126958E0,5.411247253E-1,5.291496277E-1,9.965077515E0
9.434098959E0,5.794450378E-1,5.216651917E-1,9.970316620E0
9.444070959E0,6.240522766E-1,5.017565918E-1,9.951455841E0
9.454042958E0,6.180647278E-1,4.604425049E-1,9.956844635E0
9.464013958E0,5.530998230E-1,3.924838257E-1,9.729617157E0
9.473985958E0,5.569917297E-1,3.332070923E-1,9.459728394E0
9.483957958E0,6.483018494E-1,3.189866638E-1,9.860594788E0
9.493928958E0,5.899232483E-1,3.324586487E-1,1.018452118E1
9.503900958E0,5.992039490E-1,3.486250305E-1,9.959389343E0
9.513872958E0,5.626799011E-1,3.347039795E-1,9.657467194E0
9.523844959E0,5.213658142E-1,2.808160400E-1,9.582772522E0
9.533815959E0,4.484674072E-1,2.625540161E-1,9.806108093E0
9.543787958E0,3.314108276E-1,2.927911377E-1,9.930798798E0
9.553759958E0,3.388952637E-1,3.763174438E-1,9.870174866E0
9.563730958E0,3.688330078E-1,4.207749939E-1,9.812395020E0
9.573702958E0,3.498225403E-1,4.201762390E-1,9.843979340E0
9.583674958E0,2.793191528E-1,3.960763550E-1,9.913883972E0
9.593646958E0,2.152523804E-1,3.788621521E-1,9.920470276E0
9.603617958E0,2.384541321E-1,3.981719971E-1,9.904453583E0
9.613589959E0,3.376977539E-1,4.242178345E-1,9.910291443E0
9.623561958E0,4.577481079E-1,4.216731262E-1,9.922266541E0
9.633532958E0,4.930746460E-1,3.733236694E-1,9.925559692E0
9.643504958E0,4.939727783E-1,3.137475586E-1,9.912686462E0
9.653476958E0,4.775070190E-1,2.938389587E-1,9.892628174E0
9.663448958E0,4.808001709E-1,3.124003601E-1,9.877808990E0
9.673419958E0,5.230123901E-1,3.426374817E-1,9.846374359E0
9.683391958E0,6.084846497E-1,3.767665100E-1,9.842332764E0
9.693363959E0,6.312373352E-1,3.899391174E-1,9.864037628E0
9.703334959E0,5.920188904E-1,4.034111023E-1,9.912087708E0
9.713306958E0,5.459147644E-1,4.596940613E-1,9.890532532E0
9.723278958E0,5.260061646E-1,5.477110291E-1,9.852661285E0
9.733250958E0,5.426216125E-1,6.352789307E-1,9.803413696E0
9.743221958E0,5.318440247E-1,7.015910339E-1,9.729168091E0
9.753193958E0,4.810995483E-1,7.078779602E-1,9.801467743E0
9.763165958E0,4.894821167E-1,6.110293579E-1,1.013856674E1
9.773136958E0,4.788542175E-1,4.917274475E-1,1.000414627E1
9.783108959E0,4.345463562E-1,4.346960449E-1,9.717043304E0
9.793080959E0,3.483256531E-1,3.984713745E-1,9.745484161E0
9.803052958E0,2.821632385E-1,3.727249146E-1,9.854457550E0
9.813023958E0,2.933898926E-1,3.791615295E-1,9.884994049E0
9.822995958E0,3.454815674E-1,4.090992737E-1,9.898166656E0
9.832967958E0,3.667373657E-1,4.278103638E-1,9.906698914E0
9.842938958E0,3.713777161E-1,4.179309082E-1,9.840536499E0
9.852910958E0,4.216731262E-1,4.317022705E-1,9.777367859E0
9.862882958E0,5.043013000E-1,4.282594299E-1,9.797575836E0
9.872854959E0,5.656736755E-1,4.041595459E-1,9.885293427E0
9.882825959E0,5.357359314E-1,4.056564331E-1,9.944270782E0
9.892797958E0,4.954696655E-1,4.149371338E-1,9.908046112E0
9.902769958E0,4.206253052E-1,4.508624268E-1,9.875563660E0
9.912741958E0,3.299139404E-1,4.845423889E-1,9.878258057E0
9.922712958E0,2.627037048E-1,4.878355408E-1,9.870773621E0
9.932684958E0,2.236349487E-1,4.819976807E-1,9.886341248E0
9.942656958E0,2.079176331E-1,4.616400146E-1,9.891730042E0
9.952627958E0,2.314187622E-1,4.326004028E-1,9.890981598E0
9.962599959E0,2.625540161E-1,4.194277954E-1,9.873168640E0
9.972571958E0,3.011737061E-1,4.043092346E-1,9.857301636E0
9.982543958E0,3.327580261E-1,3.954776001E-1,9.868378601E0
9.992514958E0,4.421804810E-1,4.282594299E-1,9.844278717E0
1.000248696E1,5.885760498E-1,4.346960449E-1,9.780661011E0
1.001245896E1,6.851252747E-1,4.384382629E-1,9.804162140E0
1.002242996E1,6.691085815E-1,4.569996643E-1,9.870474243E0
1.003240196E1,6.044430542E-1,4.658312988E-1,9.903854828E0
1.004237396E1,4.968168640E-1,4.499642944E-1,9.878707123E0
1.005234596E1,4.239184570E-1,4.468208313E-1,9.830806732E0
1.006231696E1,3.923341370E-1,4.722679138E-1,9.813592529E0
1.007228896E1,3.863465881E-1,4.936734009E-1,9.837542725E0
1.008226096E1,3.882925415E-1,4.990621948E-1,9.889185333E0
1.009223196E1,3.745211792E-1,4.701722717E-1,9.916428680E0
1.010220396E1,3.773652649E-1,4.346960449E-1,9.919272766E0
1.011217596E1,3.839515686E-1,4.099974060E-1,9.929152222E0
1.012214796E1,3.951782227E-1,4.191284180E-1,9.896520081E0
1.013211896E1,3.912863159E-1,4.161346436E-1,9.861343231E0
1.014209096E1,4.562512207E-1,4.203259277E-1,9.826765137E0
1.015206296E1,5.031037903E-1,4.126918030E-1,9.824519806E0
1.016203396E1,4.975653076E-1,3.921844482E-1,9.863139496E0
1.017200596E1,4.623884583E-1,3.842509460E-1,9.895322571E0
1.018197796E1,4.661306763E-1,3.978726196E-1,9.875563660E0
1.019194996E1,4.953199768E-1,4.282594299E-1,9.828262024E0
1.020192096E1,5.077441406E-1,4.724176025E-1,9.792486420E0
1.021189296E1,5.057981873E-1,5.198689270E-1,9.799372101E0
1.022186496E1,5.035528564E-1,5.715115356E-1,9.850116577E0
1.023183596E1,5.026547241E-1,5.953120422E-1,9.927655334E0
1.024180796E1,5.173242188E-1,6.267466736E-1,9.934091949E0
1.025177983E1,5.483097839E-1,6.224057007E-1,9.909542999E0
1.026175183E1,5.884263611E-1,5.794450378E-1,9.934840393E0
1.027172283E1,5.550457764E-1,5.102888489E-1,9.833052063E0
1.028169483E1,5.150788879E-1,3.776646423E-1,9.501341858E0
1.029166683E1,5.707630920E-1,2.535726929E-1,9.693841553E0
1.030163783E1,5.366340637E-1,2.043251038E-1,1.020083725E1
1.031160983E1,5.557942200E-1,2.239343262E-1,1.014889526E1
1.032158183E1,5.930667114E-1,2.606080627E-1,9.829160156E0
1.033155383E1,5.153782654E-1,2.742297363E-1,9.619745636E0
1.034152483E1,4.167333984E-1,3.020718384E-1,9.745933228E0
1.035149683E1,3.285667419E-1,3.861968994E-1,9.892628174E0
1.036146883E1,2.962339783E-1,5.096900940E-1,9.821226654E0
1.037144083E1,2.790197754E-1,5.737568665E-1,9.795180817E0
1.038141183E1,2.860551453E-1,5.276527405E-1,9.829609222E0
1.039138383E1,3.020718384E-1,4.378395081E-1,9.868528290E0
1.040135583E1,2.935395813E-1,3.829037476E-1,9.894125061E0
1.041132683E1,3.022215271E-1,3.436853027E-1,9.907746735E0
1.042129883E1,3.719764709E-1,3.183879089E-1,9.945617981E0
1.043127083E1,4.810995483E-1,3.591032410E-1,9.952054596E0
1.044124283E1,5.192701721E-1,4.228706360E-1,9.901609497E0
1.045121383E1,5.382806396E-1,4.436773682E-1,9.853409729E0
1.046118583E1,4.876858521E-1,4.661306763E-1,9.817484436E0
1.047115783E1,3.995191956E-1,4.825964355E-1,9.792336731E0
1.048112883E1,3.294648743E-1,5.101391602E-1,9.820777588E0
1.049110083E1,2.912942505E-1,5.269042969E-1,9.905202026E0
1.050107283E1,2.776725769E-1,5.243595886E-1,9.980345764E0
1.051104483E1,2.911445618E-1,5.010081482E-1,9.986632690E0
1.052101583E1,3.082090759E-1,4.601431274E-1,9.942474518E0
1.053098783E1,3.285667419E-1,4.285588074E-1,9.876312103E0
1.054095983E1,3.555107117E-1,4.095483398E-1,9.858798523E0
1.055093083E1,3.832031250E-1,3.766168213E-1,9.830357666E0
1.056090283E1,4.041595459E-1,3.614982605E-1,9.735005951E0
1.057087483E1,4.363426208E-1,4.171824646E-1,9.837243347E0
1.058084683E1,5.066963196E-1,4.757107544E-1,9.991123352E0
1.059081783E1,5.017565918E-1,4.562512207E-1,9.821975098E0
1.060078983E1,5.049000549E-1,4.423301697E-1,9.707313538E0
1.061076183E1,4.487667847E-1,4.122427368E-1,9.765243073E0
1.062073283E1,4.149371338E-1,3.694317627E-1,9.810898132E0
1.063070483E1,4.851411438E-1,3.177891541E-1,9.836494904E0
1.064067683E1,5.586383057E-1,3.032693481E-1,9.968370667E0
1.065064883E1,6.203100586E-1,2.815644836E-1,9.998009033E0
1.066061983E1,5.779481506E-1,2.618055725E-1,9.927355957E0
1.067059183E1,4.905299377E-1,2.694396973E-1,9.909692688E0
1.068056383E1,4.311035156E-1,2.957849121E-1,9.924811249E0
1.069053583E1,4.192781067E-1,3.403921509E-1,9.880204010E0
1.070050683E1,4.577481079E-1,3.983216858E-1,9.815837860E0
1.071047883E1,5.066963196E-1,4.788542175E-1,9.792187042E0
1.072045083E1,5.941145325E-1,5.120851135E-1,9.787546692E0
1.073042183E1,6.336323547E-1,4.834945679E-1,9.810449066E0
1.074039383E1,5.722599792E-1,4.037104797E-1,9.856253815E0
1.075036583E1,5.180726624E-1,3.228785706E-1,9.889634399E0
1.076033783E1,5.059478760E-1,2.769241333E-1,9.892328796E0
1.077030883E1,4.968168640E-1,2.761756897E-1,9.888885956E0
1.078028083E1,5.020559692E-1,3.144960022E-1,9.887987823E0
1.079025283E1,5.376818848E-1,3.568579102E-1,9.865384827E0
1.080022383E1,5.658233643E-1,4.034111023E-1,9.846224670E0
1.081019583E1,6.002517700E-1,4.647834778E-1,9.860894165E0
1.082016783E1,6.095324707E-1,4.986131287E-1,9.870773621E0
1.083013983E1,5.706134033E-1,5.101391602E-1,9.870773621E0
1.084011083E1,5.023553467E-1,5.251080322E-1,9.833501129E0
1.085008283E1,4.361929321E-1,5.445675659E-1,9.809251556E0
1.086005483E1,3.983216858E-1,5.557942200E-1,9.812694397E0
1.087002583E1,4.070036316E-1,5.159770203E-1,9.845775604E0
1.087999783E1,4.086502075E-1,4.405339050E-1,9.880054321E0
1.088996983E1,4.129911804E-1,3.706292725E-1,9.883796539E0
1.089994183E1,4.236190796E-1,3.170407104E-1,9.873617706E0
1.090991283E1,4.171824646E-1,2.956352234E-1,9.892328796E0
1.091988483E1,3.986210632E-1,3.179388428E-1,9.920021210E0
1.092985683E1,4.008663940E-1,3.570075989E-1,9.892927551E0
1.093982783E1,4.123924255E-1,3.845503235E-1,9.837842102E0
1.094979983E1,4.191284180E-1,3.951782227E-1,9.807604980E0
1.095977183E1,4.611909485E-1,4.029620361E-1,9.808503113E0
1.096974383E1,4.890330505E-1,4.034111023E-1,9.877509613E0
1.097971483E1,4.800517273E-1,3.902384949E-1,9.903555450E0
1.098968683E1,4.396357727E-1,3.752696228E-1,9.886191559E0
1.099965883E1,4.200265503E-1,3.728746033E-1,9.867330780E0
1.100963083E1,3.947291565E-1,3.980223083E-1,9.849368134E0
1.101960183E1,3.959266663E-1,4.141886902E-1,9.824669495E0
1.102957383E1,3.980223083E-1,4.044589233E-1,9.812544708E0
1.103954583E1,3.806584167E-1,3.815565491E-1,9.831854553E0
1.104951683E1,3.695814514E-1,3.583547974E-1,9.868827667E0
1.105948883E1,3.606001282E-1,3.540138245E-1,9.923314362E0
1.106946083E1,3.556604004E-1,3.588038635E-1,9.947414246E0
1.107943283E1,3.824546814E-1,3.806584167E-1,9.932295685E0
1.108940383E1,4.141886902E-1,4.101470947E-1,9.943522339E0
1.109937583E1,4.010160828E-1,4.167333984E-1,9.913285217E0
1.110934783E1,3.665876770E-1,4.131408691E-1,9.586963806E0
1.111931883E1,3.826043701E-1,4.140390015E-1,9.571994934E0
1.112929083E1,3.808081055E-1,4.375401306E-1,1.009336075E1
1.113926283E1,4.257147217E-1,4.825964355E-1,1.014859589E1
1.114923483E1,4.963677979E-1,4.837939453E-1,9.841284943E0
1.115920583E1,4.174818420E-1,3.911366272E-1,9.596693573E0
1.116917783E1,3.743714905E-1,3.013233948E-1,9.696236572E0
1.117914983E1,3.643423462E-1,3.085084534E-1,9.940827942E0
1.118912183E1,3.743714905E-1,3.926335144E-1,9.959239655E0
1.119909283E1,3.963757324E-1,4.914280701E-1,9.876312103E0
1.120906483E1,4.061054993E-1,5.272036743E-1,9.865085449E0
1.121903683E1,4.044589233E-1,4.972659302E-1,9.863139496E0
1.122900783E1,3.849993896E-1,4.743635559E-1,9.853709106E0
1.123897983E1,3.844006348E-1,4.480183411E-1,9.868977356E0
1.124895183E1,3.924838257E-1,4.300556946E-1,9.907746735E0
1.125892333E1,4.185296631E-1,4.035607910E-1,9.914033661E0
1.126889433E1,4.260140991E-1,3.644920349E-1,9.875264282E0
1.127886633E1,4.252656555E-1,3.384461975E-1,9.840087433E0
1.128883833E1,4.224215698E-1,3.412902832E-1,9.826914825E0
1.129881033E1,4.177812195E-1,3.388952637E-1,9.871971130E0
1.130878133E1,4.101470947E-1,3.421884155E-1,9.917925568E0
1.131875333E1,4.297563171E-1,3.492237854E-1,9.905052338E0
1.132872533E1,4.685256958E-1,3.650907898E-1,9.890532532E0
1.133869633E1,4.754113770E-1,3.917353821E-1,9.894723816E0
1.134866833E1,4.610412598E-1,3.945794678E-1,9.896819458E0
1.135864033E1,4.354444885E-1,3.983216858E-1,9.879455566E0
1.136861233E1,4.061054993E-1,3.796105957E-1,9.864337006E0
1.137858333E1,3.981719971E-1,3.737727356E-1,9.865833893E0
1.138855533E1,3.869453430E-1,3.781137085E-1,9.796677704E0
1.139852733E1,3.701802063E-1,4.231700134E-1,9.785301361E0
1.140849833E1,4.165837097E-1,4.393363953E-1,1.008752289E1
1.141847033E1,4.460723877E-1,4.019142151E-1,9.972262573E0
1.142844233E1,4.248165894E-1,3.787124634E-1,9.691296844E0
1.143841433E1,3.951782227E-1,3.567082214E-1,9.705966339E0
1.144838533E1,3.814068604E-1,3.544628906E-1,9.820627899E0
1.145835733E1,4.207749939E-1,4.007167053E-1,9.885143738E0
1.146832933E1,4.569996643E-1,4.391867065E-1,9.989476776E0
1.147830033E1,4.486170959E-1,4.349954224E-1,9.941127319E0
1.148827233E1,4.102967834E-1,4.195774841E-1,9.783654785E0
1.149824433E1,3.872447205E-1,4.116439819E-1,9.805958405E0
1.150821633E1,3.893403625E-1,4.064048767E-1,9.938432922E0
1.151818733E1,3.893403625E-1,4.146377563E-1,9.971813507E0
1.152815933E1,4.085005188E-1,4.065545654E-1,9.899364166E0
1.153813133E1,4.435276794E-1,3.800596619E-1,9.823022919E0
1.154810333E1,4.605921936E-1,3.604504395E-1,9.845326538E0
1.155807433E1,4.499642944E-1,3.629951477E-1,9.882449341E0
1.156804633E1,4.526586914E-1,3.634442139E-1,9.893226929E0
1.157801833E1,4.397854614E-1,3.766168213E-1,9.875114594E0
1.158798933E1,4.445755005E-1,3.841012573E-1,9.861492920E0
1.159796133E1,4.171824646E-1,3.847000122E-1,9.871821442E0
1.160793333E1,3.845503235E-1,3.944297791E-1,9.881102142E0
1.161790533E1,3.597019958E-1,3.960763550E-1,9.865085449E0
1.162787633E1,3.573069763E-1,3.923341370E-1,9.853409729E0
1.163784833E1,3.457809448E-1,3.911366272E-1,9.859546967E0
1.164782033E1,3.588038635E-1,3.944297791E-1,9.873917084E0
1.165779233E1,3.815565491E-1,3.984713745E-1,9.869276733E0
1.166776333E1,3.891906738E-1,4.070036316E-1,9.870025177E0
1.167773533E1,3.867956543E-1,4.073030090E-1,9.887239380E0
1.168770733E1,3.924838257E-1,4.090992737E-1,9.879754944E0
1.169767833E1,3.676354980E-1,4.044589233E-1,9.858798523E0
1.170765033E1,3.767665100E-1,4.164340210E-1,9.872120819E0
1.171762233E1,3.878434753E-1,4.318519592E-1,9.859546967E0
1.172759433E1,3.689826965E-1,4.674778748E-1,9.879904633E0
1.173756533E1,3.448828125E-1,5.019062805E-1,9.922116852E0
1.174753733E1,3.529660034E-1,5.180726624E-1,9.924960938E0
1.175750933E1,3.760180664E-1,4.996609497E-1,9.853858795E0
1.176748133E1,4.059558105E-1,4.511618042E-1,9.799222412E0
1.177745233E1,4.673281860E-1,4.179309082E-1,9.813891907E0
1.178742433E1,4.758604431E-1,4.293072510E-1,9.873168640E0
1.179739633E1,4.861889648E-1,4.222718811E-1,9.937534790E0
1.180736733E1,4.939727783E-1,3.805087280E-1,9.887987823E0
1.181733933E1,4.712200928E-1,3.342549133E-1,9.834399261E0
1.182731133E1,4.390370178E-1,3.086581421E-1,9.834848328E0
1.183728333E1,4.363426208E-1,3.186872864E-1,9.862241364E0
1.184725433E1,4.643344116E-1,3.535647583E-1,9.898615723E0
1.185722633E1,5.105882263E-1,3.945794678E-1,9.882299652E0
1.186719833E1,5.701643372E-1,4.188290405E-1,9.831106110E0
1.187716933E1,6.370751953E-1,4.230203247E-1,9.779912567E0
1.188714133E1,6.933581543E-1,4.013154602E-1,9.760003967E0
1.189711333E1,7.319778442E-1,3.668870544E-1,9.794282684E0
1.190708533E1,7.479945374E-1,3.435356140E-1,9.844428406E0
1.191705633E1,7.241940308E-1,3.589535522E-1,9.864636383E0
1.192702833E1,6.936575317E-1,4.032614136E-1,9.840985565E0
1.193700033E1,7.108717346E-1,4.556524658E-1,9.853858795E0
1.194697233E1,7.276368713E-1,4.902305603E-1,9.818232880E0
1.195694333E1,7.092251587E-1,4.971162415E-1,9.555229797E0
1.196691533E1,7.439529419E-1,4.715194702E-1,9.579329681E0
1.197688733E1,6.924600220E-1,4.294569397E-1,1.000773880E1
1.198685833E1,5.709127808E-1,4.147874451E-1,1.015772690E1
1.199683033E1,5.132826233E-1,3.914360046E-1,9.986333313E0
1.200680233E1,4.203259277E-1,3.388952637E-1,9.713001709E0
1.201677433E1,3.388952637E-1,2.820135498E-1,9.677525482E0
1.202674533E1,2.414479065E-1,2.631527710E-1,9.841734009E0
1.203671733E1,1.528321838E-1,2.811154175E-1,9.955497437E0
1.204668933E1,1.507365417E-1,3.344046021E-1,9.978399811E0
1.205666033E1,2.344125366E-1,3.924838257E-1,9.930349731E0
1.206663233E1,2.695893860E-1,4.414320374E-1,9.900112610E0
1.207660433E1,2.160008240E-1,4.736151123E-1,9.907896423E0
1.208657633E1,1.258882141E-1,4.903802490E-1,9.923314362E0
1.209654733E1,7.200027466E-2,5.025050354E-1,9.921667786E0
1.210651933E1,6.092330933E-2,4.996609497E-1,9.879305878E0
1.211649133E1,8.008346558E-2,4.531077576E-1,9.823172607E0
1.212646333E1,1.085243225E-1,3.890409851E-1,9.819729767E0
1.213643433E1,1.242416382E-1,3.189866638E-1,9.882149963E0
1.214640633E1,1.074765015E-1,2.962339783E-1,9.955796814E0
1.215637833E1,7.155120850E-2,3.085084534E-1,9.982740784E0
1.216635033E1,3.577560425E-2,3.544628906E-1,9.972262573E0
1.217632133E1,9.131011963E-3,4.067042542E-1,9.934840393E0
1.218629333E1,-1.347198486E-2,4.393363953E-1,9.923164673E0
1.219626533E1,-7.484436035E-3,4.622387695E-1,9.893825684E0
1.220623633E1,-2.859054565E-2,4.673281860E-1,9.886341248E0
