"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.039404000E0,5.191204834E-1,4.605921936E-1,9.850865021E0
4.049376000E0,5.122348022E-1,4.634362793E-1,9.861792297E0
4.059348000E0,5.182223511E-1,4.610412598E-1,9.858648834E0
4.069319000E0,5.210664368E-1,4.781057739E-1,9.845176849E0
4.079291000E0,5.120851135E-1,4.933740234E-1,9.830058289E0
4.089263000E0,5.263055420E-1,4.989125061E-1,9.834698639E0
4.099235000E0,5.248086548E-1,5.019062805E-1,9.837093658E0
4.109206000E0,5.203179932E-1,5.043013000E-1,9.844428406E0
4.119178000E0,5.316943359E-1,4.992118835E-1,9.841883698E0
4.129150000E0,5.381309509E-1,5.135820007E-1,9.866732025E0
4.139121000E0,5.313949585E-1,5.051994324E-1,9.875863037E0
4.149093000E0,5.337899780E-1,5.132826233E-1,9.861642609E0
4.159065000E0,5.310955811E-1,5.248086548E-1,9.841434631E0
4.169036000E0,5.216651917E-1,5.252577209E-1,9.842183075E0
4.179008000E0,5.204676819E-1,5.304968262E-1,9.827962646E0
4.188980000E0,5.292993164E-1,5.294490051E-1,9.873617706E0
4.198952000E0,5.402265930E-1,5.231620789E-1,9.883197784E0
4.208923000E0,5.346881104E-1,5.101391602E-1,9.858499146E0
4.218895000E0,5.400769043E-1,4.944218445E-1,9.868528290E0
4.228867000E0,5.438191223E-1,4.860392761E-1,9.859996033E0
4.238838000E0,5.331912231E-1,4.839436340E-1,9.854158173E0
4.248809834E0,5.560935974E-1,4.816983032E-1,9.874366150E0
4.258781833E0,5.668711853E-1,4.906796265E-1,9.881251831E0
4.268752833E0,5.739065552E-1,4.899311829E-1,9.868079224E0
4.278724833E0,5.680686951E-1,4.885839844E-1,9.855954437E0
4.288696833E0,5.384303284E-1,4.941224670E-1,9.835746460E0
4.298668833E0,5.351371765E-1,4.918771362E-1,9.838440857E0
4.308639833E0,5.367837524E-1,4.869374084E-1,9.814640350E0
4.318611833E0,5.301974487E-1,4.679269409E-1,9.782008209E0
4.328583834E0,5.393284607E-1,4.544549561E-1,9.817484436E0
4.338554833E0,5.412744141E-1,4.605921936E-1,9.910740509E0
4.348526833E0,5.233117676E-1,4.764591980E-1,9.973909149E0
4.358498833E0,5.059478760E-1,5.034031677E-1,9.966873779E0
4.368469833E0,5.001100159E-1,5.159770203E-1,9.930499420E0
4.378441833E0,5.147795105E-1,5.143304443E-1,9.897567902E0
4.388413833E0,5.081932068E-1,4.972659302E-1,9.747729492E0
4.398385833E0,5.318440247E-1,4.791535950E-1,9.469607849E0
4.408356834E0,5.538482666E-1,4.957690430E-1,9.852361908E0
4.418328834E0,5.108876038E-1,5.114863586E-1,1.025906616E1
4.428300833E0,5.999523926E-1,5.188211060E-1,9.995913391E0
4.438271833E0,6.195616150E-1,4.608915710E-1,9.574240265E0
4.448243833E0,5.559439087E-1,3.836521912E-1,9.529932404E0
4.458215833E0,4.923262024E-1,3.725752258E-1,9.863438873E0
4.468186833E0,4.599934387E-1,4.454736328E-1,9.977801056E0
4.478158833E0,5.346881104E-1,5.748046875E-1,9.868977356E0
4.488130833E0,5.875282288E-1,6.321354675E-1,9.818981323E0
4.498102834E0,5.713618469E-1,6.146218872E-1,9.818981323E0
4.508073834E0,5.126838684E-1,5.664221191E-1,9.853409729E0
4.518045833E0,4.921765137E-1,5.246589661E-1,9.868827667E0
4.528017833E0,4.993615723E-1,5.037025452E-1,9.873018951E0
4.537988833E0,5.231620789E-1,4.758604431E-1,9.888885956E0
4.547960833E0,5.511538696E-1,4.373904419E-1,9.909542999E0
4.557932833E0,5.727090454E-1,4.031117249E-1,9.885892181E0
4.567904833E0,5.749543762E-1,3.936813354E-1,9.877210236E0
4.577875833E0,5.635780334E-1,3.983216858E-1,9.859546967E0
4.587847834E0,5.408253479E-1,4.031117249E-1,9.850415955E0
4.597819833E0,5.219645691E-1,4.303550720E-1,9.871072998E0
4.607790833E0,5.258564758E-1,4.544549561E-1,9.876012726E0
4.617762833E0,5.364843750E-1,4.803511047E-1,9.897268524E0
4.627734833E0,5.580395508E-1,4.881349182E-1,9.914183350E0
4.637705833E0,5.611830139E-1,4.647834778E-1,9.907297668E0
4.647677833E0,5.604345703E-1,4.391867065E-1,9.889035645E0
4.657649833E0,5.504054260E-1,4.337979126E-1,9.855355682E0
4.667621834E0,5.072950745E-1,4.469705200E-1,9.751771088E0
4.677592834E0,4.987628174E-1,4.911286926E-1,9.772428131E0
4.687564833E0,5.501060486E-1,5.243595886E-1,1.007015900E1
4.697536833E0,5.932164001E-1,4.944218445E-1,9.959988098E0
4.707507833E0,5.480104065E-1,4.757107544E-1,9.682315521E0
4.717479833E0,5.066963196E-1,4.469705200E-1,9.718091125E0
4.727451833E0,4.616400146E-1,4.400848389E-1,9.854906616E0
4.737422833E0,5.069956970E-1,4.899311829E-1,9.891580353E0
4.747394833E0,5.807922363E-1,5.445675659E-1,9.953551483E0
4.757366834E0,5.881269836E-1,5.569917297E-1,9.919721832E0
4.767338834E0,5.528004456E-1,5.361849976E-1,9.791887665E0
4.777309833E0,5.501060486E-1,5.285508728E-1,9.777367859E0
4.787281833E0,5.592370605E-1,5.231620789E-1,9.878108368E0
4.797253833E0,5.736071777E-1,5.072950745E-1,9.953701172E0
4.807224833E0,5.757028198E-1,4.864883423E-1,9.884694672E0
4.817196833E0,5.774990845E-1,4.535568237E-1,9.827812958E0
4.827168833E0,5.719606018E-1,4.287084961E-1,9.836195526E0
4.837139833E0,5.530998230E-1,4.236190796E-1,9.870474243E0
4.847111834E0,5.345384216E-1,4.396357727E-1,9.883646851E0
4.857083834E0,5.397775269E-1,4.584965515E-1,9.874366150E0
4.867055833E0,5.459147644E-1,4.695735168E-1,9.849517822E0
4.877026833E0,5.423222351E-1,4.650828552E-1,9.835147705E0
4.886998833E0,5.418731689E-1,4.547543335E-1,9.834998016E0
4.896970833E0,5.396278381E-1,4.555027771E-1,9.859846344E0
4.906941833E0,5.478607178E-1,4.507127380E-1,9.872420197E0
4.916913833E0,5.542973328E-1,4.514611816E-1,9.867330780E0
4.926885833E0,5.462141418E-1,4.623884583E-1,9.851463776E0
4.936857834E0,5.358856201E-1,4.685256958E-1,9.842931519E0
4.946828833E0,5.360353088E-1,4.664300537E-1,9.844428406E0
4.956800833E0,5.275030518E-1,4.778063965E-1,9.858050079E0
4.966772833E0,5.330415344E-1,4.942721558E-1,9.849068756E0
4.976743833E0,5.513035583E-1,5.031037903E-1,9.855056305E0
4.986715833E0,5.445675659E-1,5.129832458E-1,9.851314087E0
4.996687833E0,5.559439087E-1,5.258564758E-1,9.850266266E0
5.006658833E0,5.568420410E-1,5.366340637E-1,9.863289185E0
5.016630834E0,5.596861267E-1,5.231620789E-1,9.856253815E0
5.026602834E0,5.572911072E-1,5.107379150E-1,9.856553192E0
5.036574833E0,5.616320801E-1,4.990621948E-1,9.850415955E0
5.046545833E0,5.514532471E-1,4.879852295E-1,9.861642609E0
5.056517833E0,5.474116516E-1,4.802014160E-1,9.861043854E0
5.066489833E0,5.480104065E-1,4.730163574E-1,9.852511597E0
5.076460833E0,5.474116516E-1,4.803511047E-1,9.863887939E0
5.086432833E0,5.451663208E-1,4.791535950E-1,9.847272491E0
5.096404833E0,5.391787720E-1,4.769082642E-1,9.855056305E0
5.106375834E0,5.539979553E-1,4.782554626E-1,9.853110352E0
5.116347834E0,5.490582275E-1,4.677772522E-1,9.860145721E0
5.126319833E0,5.542973328E-1,4.608915710E-1,9.861941986E0
5.136291833E0,5.566923523E-1,4.646337891E-1,9.860295410E0
5.146262833E0,5.538482666E-1,4.571493530E-1,9.853559418E0
5.156234833E0,5.532495117E-1,4.679269409E-1,9.842033386E0
5.166206833E0,5.318440247E-1,4.736151123E-1,9.845775604E0
5.176177833E0,5.399272156E-1,4.692741394E-1,9.825118561E0
5.186149833E0,5.456153870E-1,4.601431274E-1,9.785301361E0
5.196121834E0,5.593867493E-1,4.567002869E-1,9.772278442E0
5.206093833E0,5.661227417E-1,4.686753845E-1,9.850865021E0
5.216064833E0,5.507048035E-1,4.852908325E-1,9.942175140E0
5.226036833E0,5.328918457E-1,5.035528564E-1,9.974507904E0
5.236008833E0,5.120851135E-1,5.116360474E-1,9.938881989E0
5.245979833E0,5.330415344E-1,4.926255798E-1,9.887089691E0
5.255952209E0,5.278024292E-1,4.897814941E-1,9.861642609E0
5.265924208E0,5.016069031E-1,4.760101318E-1,9.568402405E0
5.275895208E0,5.412744141E-1,4.848417664E-1,9.548793182E0
5.285867208E0,5.400769043E-1,5.111869812E-1,1.011686188E1
5.295839208E0,5.510041809E-1,5.300477600E-1,1.021969803E1
5.305811208E0,6.313870239E-1,5.089416504E-1,9.801018677E0
5.315782208E0,6.035449219E-1,4.445755005E-1,9.485025787E0
5.325754208E0,5.366340637E-1,3.876937866E-1,9.680369568E0
5.335726209E0,4.655319214E-1,4.056564331E-1,9.991422729E0
5.345697209E0,4.981640625E-1,5.051994324E-1,9.951904907E0
5.355669208E0,5.828878784E-1,5.944139099E-1,9.834249573E0
5.365641208E0,5.920188904E-1,6.128256226E-1,9.803862762E0
5.375613208E0,5.553451538E-1,5.704637146E-1,9.848170624E0
5.385584208E0,5.087919617E-1,5.346881104E-1,9.863289185E0
5.395556208E0,4.999603271E-1,5.081932068E-1,9.874964905E0
5.405528208E0,5.167254639E-1,4.881349182E-1,9.887987823E0
5.415499208E0,5.315446472E-1,4.556524658E-1,9.897418213E0
5.425471209E0,5.593867493E-1,4.194277954E-1,9.879904633E0
5.435443208E0,5.730084229E-1,3.963757324E-1,9.868378601E0
5.445414208E0,5.766009521E-1,3.921844482E-1,9.854008484E0
5.455386208E0,5.694158936E-1,3.941304016E-1,9.850415955E0
5.465358208E0,5.511538696E-1,4.077520752E-1,9.854307861E0
5.475330208E0,5.471122742E-1,4.339476013E-1,9.878707123E0
5.485301208E0,5.457650757E-1,4.555027771E-1,9.909692688E0
5.495273208E0,5.519023132E-1,4.677772522E-1,9.899364166E0
5.505245209E0,5.662724304E-1,4.692741394E-1,9.889933777E0
5.515216209E0,5.659730530E-1,4.655319214E-1,9.886341248E0
5.525188208E0,5.498066711E-1,4.562512207E-1,9.873168640E0
5.535160208E0,5.263055420E-1,4.567002869E-1,9.786648560E0
5.545131208E0,4.959187317E-1,4.668791199E-1,9.728868713E0
5.555103208E0,5.231620789E-1,5.071453857E-1,9.989776154E0
5.565075208E0,5.861810303E-1,4.872367859E-1,1.001507355E1
5.575047208E0,5.647755432E-1,4.745132446E-1,9.731712799E0
5.585018208E0,5.376818848E-1,4.683760071E-1,9.704918518E0
5.594990209E0,4.796026611E-1,4.562512207E-1,9.856104126E0
5.604962209E0,4.933740234E-1,5.035528564E-1,9.905202026E0
5.614933208E0,5.501060486E-1,5.507048035E-1,9.867779846E0
5.624905208E0,5.803431702E-1,5.613327026E-1,9.918524323E0
5.634877208E0,5.508544922E-1,5.336402893E-1,9.890682220E0
5.644849208E0,5.367837524E-1,5.044509888E-1,9.787397003E0
5.654820208E0,5.525010681E-1,4.864883423E-1,9.802814941E0
5.664792208E0,5.824388123E-1,4.843927002E-1,9.904004517E0
5.674764208E0,5.984555054E-1,4.775070190E-1,9.934840393E0
5.684735209E0,6.092330933E-1,4.749623108E-1,9.888736267E0
5.694707209E0,6.062393188E-1,4.730163574E-1,9.833501129E0
5.704679208E0,5.779481506E-1,4.644841003E-1,9.850715332E0
5.714650208E0,5.587879944E-1,4.667294312E-1,9.869276733E0
5.724622208E0,5.484594727E-1,4.655319214E-1,9.883347473E0
5.734594208E0,5.541476440E-1,4.577481079E-1,9.857900391E0
5.744566208E0,5.551954651E-1,4.457730103E-1,9.830657043E0
5.754537208E0,5.522016907E-1,4.366419983E-1,9.835447083E0
5.764509209E0,5.453160095E-1,4.225712585E-1,9.852810974E0
5.774481209E0,5.372328186E-1,4.357438660E-1,9.863438873E0
5.784452208E0,5.405259705E-1,4.463717651E-1,9.865833893E0
5.794424208E0,5.456153870E-1,4.635859680E-1,9.856553192E0
5.804396208E0,5.421725464E-1,4.775070190E-1,9.847272491E0
5.814368208E0,5.427713013E-1,4.899311829E-1,9.844428406E0
5.824339208E0,5.330415344E-1,4.999603271E-1,9.837393036E0
5.834311208E0,5.387297058E-1,5.025050354E-1,9.844129028E0
5.844283208E0,5.432203674E-1,5.057981873E-1,9.851912842E0
5.854254209E0,5.499563599E-1,4.947212219E-1,9.852661285E0
5.864226209E0,5.578898621E-1,4.905299377E-1,9.858948212E0
5.874198208E0,5.652246094E-1,4.843927002E-1,9.854756927E0
5.884169208E0,5.761518860E-1,4.917274475E-1,9.861193542E0
5.894141208E0,5.610333252E-1,4.969665527E-1,9.857002258E0
5.904113208E0,5.583389282E-1,5.104385376E-1,9.851014709E0
5.914085208E0,5.557942200E-1,5.197192383E-1,9.840386810E0
5.924056208E0,5.619314575E-1,5.183720398E-1,9.844278717E0
5.934028208E0,5.602848816E-1,5.177732849E-1,9.844428406E0
5.944000209E0,5.569917297E-1,5.020559692E-1,9.852511597E0
5.953971209E0,5.643264771E-1,4.963677979E-1,9.872270508E0
5.963943208E0,5.771997070E-1,4.915777588E-1,9.857002258E0
5.973915208E0,5.692662048E-1,4.837939453E-1,9.845176849E0
5.983887208E0,5.646258545E-1,4.878355408E-1,9.847871246E0
5.993858208E0,5.686674500E-1,4.822970581E-1,9.863588562E0
6.003830208E0,5.698649597E-1,4.851411438E-1,9.871671753E0
6.013802208E0,5.557942200E-1,4.861889648E-1,9.869875488E0
6.023773208E0,5.587879944E-1,4.953199768E-1,9.849966888E0
6.033745209E0,5.522016907E-1,4.890330505E-1,9.834399261E0
6.043717208E0,5.532495117E-1,4.860392761E-1,9.817484436E0
6.053688208E0,5.475613403E-1,4.806504822E-1,9.809700623E0
6.063660208E0,5.520520020E-1,4.790039062E-1,9.801767120E0
6.073632208E0,5.477110291E-1,4.739144897E-1,9.795180817E0
6.083604208E0,5.560935974E-1,4.721182251E-1,9.849817200E0
6.093575208E0,5.502557373E-1,4.974156189E-1,9.934391327E0
6.103547208E0,5.315446472E-1,5.080435181E-1,9.973609772E0
6.113519209E0,5.257067871E-1,5.203179932E-1,9.925110626E0
6.123490209E0,5.504054260E-1,5.104385376E-1,9.899064789E0
6.133462208E0,5.406756592E-1,4.888833618E-1,9.862840118E0
6.143434208E0,5.096900940E-1,4.769082642E-1,9.580078125E0
6.153405208E0,5.457650757E-1,4.796026611E-1,9.504934387E0
6.163377208E0,5.580395508E-1,5.038522339E-1,1.007315277E1
6.173349208E0,5.665718079E-1,5.304968262E-1,1.026625122E1
6.183321208E0,6.512956238E-1,5.192701721E-1,9.868977356E0
6.193292208E0,6.276448059E-1,4.469705200E-1,9.486822052E0
6.203264209E0,5.496569824E-1,3.845503235E-1,9.616751862E0
6.213236209E0,4.848417664E-1,4.123924255E-1,9.982441406E0
6.223207208E0,4.966671753E-1,5.086422729E-1,9.972861328E0
6.233179208E0,5.794450378E-1,6.020480347E-1,9.828561401E0
6.243151208E0,6.017486572E-1,6.334826660E-1,9.812993774E0
6.253123709E0,5.626799011E-1,5.891748047E-1,9.841284943E0
6.263094708E0,5.279521179E-1,5.415737915E-1,9.859846344E0
6.273066708E0,4.981640625E-1,5.192701721E-1,9.874066772E0
6.283038708E0,5.219645691E-1,4.986131287E-1,9.879605255E0
6.293009708E0,5.493576050E-1,4.712200928E-1,9.882898407E0
6.302981708E0,5.683680725E-1,4.327500916E-1,9.887987823E0
6.312953708E0,5.885760498E-1,4.093986511E-1,9.872270508E0
6.322924708E0,5.873785400E-1,3.996688843E-1,9.868977356E0
6.332896709E0,5.742059326E-1,4.023632813E-1,9.857151947E0
6.342868709E0,5.463638306E-1,4.167333984E-1,9.861043854E0
6.352840708E0,5.295986938E-1,4.514611816E-1,9.879305878E0
6.362811708E0,5.391787720E-1,4.719685364E-1,9.901908875E0
6.372783708E0,5.489085388E-1,4.665797424E-1,9.889484711E0
6.382755708E0,5.574407959E-1,4.691244507E-1,9.887987823E0
6.392726708E0,5.653742981E-1,4.662803650E-1,9.900411987E0
6.402698708E0,5.610333252E-1,4.643344116E-1,9.872869263E0
6.412670708E0,5.333409119E-1,4.617897034E-1,9.781708832E0
6.422642709E0,5.047503662E-1,4.878355408E-1,9.720486145E0
6.432613709E0,5.255570984E-1,5.173242188E-1,9.991722107E0
6.442585708E0,6.041436768E-1,5.057981873E-1,1.003153931E1
6.452557708E0,5.834866333E-1,4.974156189E-1,9.736353149E0
6.462528708E0,5.432203674E-1,4.858895874E-1,9.689949646E0
6.472500708E0,4.944218445E-1,4.712200928E-1,9.838740234E0
6.482472708E0,4.969665527E-1,5.126838684E-1,9.907147980E0
6.492443708E0,5.589376831E-1,5.514532471E-1,9.852361908E0
6.502415708E0,6.059399414E-1,5.703140259E-1,9.887688446E0
6.512387709E0,5.950126648E-1,5.367837524E-1,9.910590820E0
6.522359708E0,5.617817688E-1,5.010081482E-1,9.823322296E0
6.532330708E0,5.608836365E-1,4.881349182E-1,9.793234863E0
6.542302708E0,5.849835205E-1,4.845423889E-1,9.870174866E0
6.552274708E0,5.834866333E-1,4.701722717E-1,9.924362183E0
6.562245708E0,5.923182678E-1,4.685256958E-1,9.882449341E0
6.572217708E0,5.887257385E-1,4.562512207E-1,9.834998016E0
6.582189708E0,5.713618469E-1,4.537065125E-1,9.844428406E0
6.592161709E0,5.626799011E-1,4.581971741E-1,9.880503387E0
6.602132709E0,5.415737915E-1,4.653822327E-1,9.867630157E0
6.612104708E0,5.423222351E-1,4.668791199E-1,9.855056305E0
6.622076708E0,5.427713013E-1,4.650828552E-1,9.857601013E0
6.632047708E0,5.474116516E-1,4.493655396E-1,9.835447083E0
6.642019708E0,5.399272156E-1,4.432283020E-1,9.839638367E0
6.651991708E0,5.418731689E-1,4.463717651E-1,9.852212219E0
6.661963708E0,5.530998230E-1,4.511618042E-1,9.862091675E0
6.671934708E0,5.604345703E-1,4.809498596E-1,9.876461792E0
6.681906709E0,5.794450378E-1,5.046006775E-1,9.858349457E0
6.691878709E0,5.671705627E-1,5.203179932E-1,9.832453308E0
6.701849708E0,5.584886169E-1,5.219645691E-1,9.834548950E0
6.711821708E0,5.351371765E-1,5.269042969E-1,9.840985565E0
6.721793708E0,5.436694336E-1,5.218148804E-1,9.836943970E0
6.731765708E0,5.530998230E-1,5.161267090E-1,9.851314087E0
6.741736708E0,5.587879944E-1,5.159770203E-1,9.858050079E0
6.751708708E0,5.683680725E-1,5.149291992E-1,9.869875488E0
6.761680708E0,5.783972168E-1,5.177732849E-1,9.846524048E0
6.771651709E0,5.719606018E-1,5.218148804E-1,9.845775604E0
6.781623708E0,5.686674500E-1,5.300477600E-1,9.849068756E0
6.791595708E0,5.670208740E-1,5.254074097E-1,9.837692413E0
6.801566708E0,5.623805237E-1,5.258564758E-1,9.853559418E0
6.811538708E0,5.658233643E-1,5.264552307E-1,9.855205994E0
6.821510708E0,5.664221191E-1,5.233117676E-1,9.858798523E0
6.831482708E0,5.539979553E-1,5.077441406E-1,9.856403503E0
6.841453708E0,5.680686951E-1,5.128335571E-1,9.864786072E0
6.851425709E0,5.676196289E-1,5.031037903E-1,9.854906616E0
6.861397709E0,5.737568665E-1,5.044509888E-1,9.865534515E0
6.871368708E0,5.643264771E-1,5.035528564E-1,9.861343231E0
6.881340708E0,5.602848816E-1,5.013075256E-1,9.852062531E0
6.891312708E0,5.673202515E-1,5.105882263E-1,9.837243347E0
6.901284708E0,5.643264771E-1,5.107379150E-1,9.833950195E0
6.911255708E0,5.673202515E-1,4.983137512E-1,9.823771362E0
6.921227708E0,5.634283447E-1,4.875361633E-1,9.805209961E0
6.931199708E0,5.641767883E-1,4.713697815E-1,9.792336731E0
6.941170709E0,5.713618469E-1,4.697232056E-1,9.844428406E0
6.951142709E0,5.510041809E-1,4.975653076E-1,9.936337280E0
6.961114708E0,5.349874878E-1,5.294490051E-1,9.958191833E0
6.971085708E0,5.252577209E-1,5.598358154E-1,9.925260315E0
6.981057708E0,5.617817688E-1,5.559439087E-1,9.916129303E0
6.991029708E0,5.608836365E-1,5.366340637E-1,9.882449341E0
7.001001708E0,5.213658142E-1,5.028044128E-1,9.544452209E0
7.010972708E0,5.650749207E-1,4.912783813E-1,9.494456177E0
7.020944708E0,5.797444153E-1,5.146298218E-1,1.010024643E1
7.030916709E0,5.716612244E-1,5.444178772E-1,1.023781036E1
7.040887709E0,6.423143005E-1,5.336402893E-1,9.835746460E0
7.050859708E0,6.331832886E-1,4.718188477E-1,9.480684814E0
7.060831708E0,5.682183838E-1,4.147874451E-1,9.651180267E0
7.070803708E0,4.836442566E-1,4.387376404E-1,9.989626465E0
7.080774708E0,4.836442566E-1,5.318440247E-1,9.948162689E0
7.090746708E0,5.694158936E-1,6.092330933E-1,9.822873230E0
7.100718708E0,6.045927429E-1,6.236032104E-1,9.788893890E0
7.110689708E0,5.707630920E-1,5.896238708E-1,9.833501129E0
7.120661709E0,5.349874878E-1,5.674699402E-1,9.874216461E0
7.130633708E0,5.234614563E-1,5.504054260E-1,9.902507629E0
7.140604708E0,5.372328186E-1,5.357359314E-1,9.896520081E0
7.150576708E0,5.601351929E-1,5.062472534E-1,9.878557434E0
7.160548708E0,5.830375671E-1,4.632865906E-1,9.868528290E0
7.170520708E0,5.858816528E-1,4.191284180E-1,9.861642609E0
7.180491708E0,5.798941040E-1,3.935316467E-1,9.859097900E0
7.190463708E0,5.710624695E-1,4.029620361E-1,9.865384827E0
7.200435709E0,5.430706787E-1,4.294569397E-1,9.863139496E0
7.210406709E0,5.385800171E-1,4.650828552E-1,9.872569885E0
7.220378708E0,5.646258545E-1,5.020559692E-1,9.880503387E0
7.230350708E0,5.887257385E-1,5.059478760E-1,9.882748718E0
7.240322708E0,5.929170227E-1,5.022056580E-1,9.880204010E0
7.250293458E0,5.975573730E-1,4.827461243E-1,9.896969147E0
7.260265458E0,5.818400574E-1,4.635859680E-1,9.868378601E0
7.270237458E0,5.409750366E-1,4.544549561E-1,9.786049805E0
7.280208458E0,5.078938293E-1,4.831951904E-1,9.724827118E0
7.290180458E0,5.396278381E-1,5.300477600E-1,9.997110901E0
7.300152458E0,6.116281128E-1,5.209167480E-1,1.003333557E1
7.310124459E0,5.825885010E-1,5.236111450E-1,9.728419647E0
7.320095459E0,5.405259705E-1,5.056484985E-1,9.692943420E0
7.330067458E0,4.953199768E-1,4.828958130E-1,9.850715332E0
7.340039458E0,5.189707947E-1,5.224136353E-1,9.896819458E0
7.350010458E0,5.667214966E-1,5.595364380E-1,9.842033386E0
7.359982458E0,6.074368286E-1,5.541476440E-1,9.862690430E0
7.369954458E0,5.905220032E-1,5.324427795E-1,9.923314362E0
7.379925458E0,5.505551147E-1,5.117857361E-1,9.843530273E0
7.389897458E0,5.661227417E-1,5.110372925E-1,9.787546692E0
7.399869459E0,5.878276062E-1,5.101391602E-1,9.863588562E0
7.409841459E0,6.063890076E-1,4.975653076E-1,9.933044128E0
7.419812458E0,6.123765564E-1,4.644841003E-1,9.903854828E0
7.429784458E0,6.080355835E-1,4.388873291E-1,9.835147705E0
7.439756458E0,5.867797852E-1,4.273612976E-1,9.824220428E0
7.449727458E0,5.676196289E-1,4.424798584E-1,9.846074982E0
7.459699458E0,5.575904846E-1,4.577481079E-1,9.864187317E0
7.469671458E0,5.641767883E-1,4.704716492E-1,9.868079224E0
7.479643459E0,5.683680725E-1,4.619393921E-1,9.856403503E0
7.489614459E0,5.677693176E-1,4.454736328E-1,9.860445099E0
7.499586458E0,5.707630920E-1,4.067042542E-1,9.869426422E0
7.509558458E0,5.939648438E-1,3.613485718E-1,9.883347473E0
7.519529458E0,5.791456604E-1,3.885919189E-1,9.863438873E0
7.529501458E0,5.861810303E-1,4.474195862E-1,9.815688171E0
7.539473458E0,6.033952332E-1,5.068460083E-1,9.804461517E0
7.549445458E0,6.113287354E-1,5.740562439E-1,9.821376343E0
7.559416458E0,6.390211487E-1,6.197113037E-1,9.838440857E0
7.569388459E0,6.361770630E-1,6.227050781E-1,9.846673737E0
7.579360459E0,5.984555054E-1,6.086343384E-1,9.852960663E0
7.589331458E0,5.701643372E-1,5.807922363E-1,9.853110352E0
7.599303458E0,5.357359314E-1,5.240602112E-1,9.845176849E0
7.609275458E0,5.028044128E-1,4.623884583E-1,9.850266266E0
7.619247458E0,4.778063965E-1,4.126918030E-1,9.879754944E0
7.629218458E0,4.837939453E-1,3.647914124E-1,9.915081482E0
7.639190458E0,4.778063965E-1,3.447331238E-1,9.961934052E0
7.649162458E0,4.764591980E-1,3.845503235E-1,9.964628448E0
7.659133459E0,4.682263184E-1,4.652325439E-1,9.911938019E0
7.669105459E0,4.201762390E-1,5.501060486E-1,9.865235138E0
7.679077458E0,4.243675232E-1,6.026467896E-1,9.837393036E0
7.689048458E0,4.462220764E-1,6.216572571E-1,9.818831635E0
7.699020458E0,4.810995483E-1,6.164181519E-1,9.840386810E0
7.708992458E0,5.254074097E-1,5.933660889E-1,9.847272491E0
7.718964458E0,5.710624695E-1,5.435197449E-1,9.851613464E0
7.728935458E0,5.863307190E-1,4.791535950E-1,9.861492920E0
7.738907458E0,5.801934814E-1,4.086502075E-1,9.857601013E0
7.748879459E0,5.611830139E-1,3.671864319E-1,9.845775604E0
7.758850459E0,5.264552307E-1,3.405418396E-1,9.828112335E0
7.768822458E0,5.037025452E-1,3.427871704E-1,9.800868988E0
7.778794458E0,5.040019226E-1,3.820056152E-1,9.827962646E0
7.788766458E0,5.291496277E-1,4.212240601E-1,9.893077240E0
7.798737458E0,5.566923523E-1,4.709207153E-1,9.938732300E0
7.808709458E0,5.713618469E-1,5.195695496E-1,9.926906891E0
7.818681458E0,6.011499023E-1,5.484594727E-1,9.901459808E0
7.828652458E0,5.788462830E-1,5.354365540E-1,9.903854828E0
7.838624459E0,4.899311829E-1,4.837939453E-1,9.689500580E0
7.848596458E0,4.897814941E-1,4.246669006E-1,9.437125397E0
7.858568458E0,5.542973328E-1,3.879931641E-1,9.823322296E0
7.868539458E0,5.243595886E-1,4.141886902E-1,1.020188507E1
7.878511458E0,5.373825073E-1,4.581971741E-1,1.002225861E1
7.888483458E0,5.071453857E-1,4.534071350E-1,9.613159332E0
7.898454458E0,4.459226990E-1,4.210743713E-1,9.517807617E0
7.908426458E0,3.939807129E-1,4.475692749E-1,9.828112335E0
7.918398459E0,3.812571716E-1,5.513035583E-1,9.979747009E0
7.928370459E0,4.917274475E-1,6.759942627E-1,9.889784088E0
7.938341458E0,6.123765564E-1,7.705975342E-1,9.810748444E0
7.948313458E0,6.583309937E-1,7.872129822E-1,9.810299377E0
7.958285458E0,6.544390869E-1,7.547305298E-1,9.874815216E0
7.968256458E0,6.493496704E-1,7.030879211E-1,9.922116852E0
7.978228458E0,6.616241455E-1,6.150709534E-1,9.918224945E0
7.988200458E0,6.875202942E-1,5.340893555E-1,9.881551208E0
7.998171458E0,6.908134460E-1,4.451742554E-1,9.869576111E0
8.008143459E0,6.741979980E-1,3.872447205E-1,9.876162415E0
8.018115459E0,6.486012268E-1,3.680845642E-1,9.867031403E0
8.028087458E0,6.119274902E-1,3.662882996E-1,9.859996033E0
8.038058458E0,5.774990845E-1,3.857478333E-1,9.858499146E0
8.048030458E0,5.376818848E-1,4.326004028E-1,9.879455566E0
8.058002458E0,5.294490051E-1,4.638853455E-1,9.901010742E0
8.067973458E0,5.319937134E-1,4.884342957E-1,9.906549225E0
8.077945458E0,5.322930908E-1,5.034031677E-1,9.892927551E0
8.087917458E0,5.276527405E-1,4.936734009E-1,9.880653076E0
8.097889459E0,5.272036743E-1,4.564009094E-1,9.857451324E0
8.107860458E0,5.119354248E-1,4.164340210E-1,9.816735992E0
8.117832458E0,4.730163574E-1,4.061054993E-1,9.717791748E0
