"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.569166482E-4,-5.463638306E-2,-3.420087891E0,8.826545105E0,9.466144136E0
1.078191664E-2,-2.073188782E-1,-3.344495087E0,8.567284241E0,9.199292786E0
2.080691664E-2,-8.532257080E-3,-3.374732208E0,8.513845367E0,9.158299690E0
3.083191667E-2,-6.271957397E-2,-3.348836060E0,8.863967285E0,9.475682178E0
4.085691666E-2,-2.471360779E-1,-3.290008392E0,9.388775940E0,9.951600128E0
5.088191666E-2,-1.904040527E-1,-3.339255981E0,9.793683929E0,1.034906417E1
6.090691665E-2,-1.002914429E-1,-3.415597229E0,9.968071289E0,1.053749534E1
7.093191665E-2,-1.234931946E-1,-3.452420654E0,9.859097900E0,1.044683064E1
8.095641664E-2,-1.742376709E-1,-3.440445557E0,9.618099060E0,1.021640122E1
9.098141667E-2,-2.086660767E-1,-3.435356140E0,9.427695007E0,1.003626656E1
1.010064167E-1,-2.082170105E-1,-3.415148163E0,9.249116364E0,9.861680628E0
1.110314167E-1,-2.056723022E-1,-3.370840302E0,9.108109589E0,9.714037560E0
1.210564167E-1,-1.863624573E-1,-3.339705048E0,9.070537720E0,9.667627180E0
1.310814166E-1,-2.014810181E-1,-3.309617615E0,9.191785583E0,9.771544687E0
1.411064166E-1,-2.212399292E-1,-3.324586487E0,9.398356018E0,9.971505315E0
1.511314166E-1,-2.119592285E-1,-3.370989990E0,9.489965515E0,1.007312989E1
1.611564167E-1,-2.082170105E-1,-3.389252014E0,9.450896759E0,1.004240176E1
1.711814167E-1,-2.204914856E-1,-3.358565826E0,9.401349792E0,9.985687699E0
1.812064167E-1,-2.779719543E-1,-3.354075165E0,9.295669556E0,9.886180309E0
1.912314167E-1,-3.140469360E-1,-3.381767578E0,9.165290680E0,9.774330191E0
2.012564167E-1,-2.418969727E-1,-3.427272949E0,9.254056091E0,9.871285031E0
2.112814166E-1,-1.556762695E-1,-3.470532990E0,9.392667847E0,1.001454161E1
2.213064166E-1,-1.058299255E-1,-3.529809723E0,9.214987335E0,9.868472437E0
2.313314167E-1,-1.841171265E-2,-3.609743500E0,9.066945190E0,9.759102531E0
2.413564167E-1,-4.715194702E-2,-3.596271515E0,9.185049591E0,9.864103006E0
2.513814167E-1,-2.017803955E-1,-3.541036377E0,9.469308472E0,1.011174846E1
2.614064167E-1,-3.312611389E-1,-3.475622406E0,9.551487579E0,1.016959193E1
2.714314167E-1,-3.629951477E-1,-3.440595245E0,9.464219055E0,1.007675064E1
2.814564166E-1,-2.826123047E-1,-3.410956879E0,9.364825745E0,9.970679905E0
2.914814166E-1,-1.812730408E-1,-3.366199951E0,9.341923370E0,9.931550447E0
3.015064167E-1,-1.490899658E-1,-3.332969055E0,9.350755005E0,9.928118135E0
3.115314167E-1,-1.655557251E-1,-3.316802673E0,9.325607300E0,9.899269679E0
3.215564167E-1,-1.889071655E-1,-3.323239288E0,9.226064301E0,9.808153127E0
3.315814167E-1,-2.267784119E-1,-3.352428589E0,9.168134766E0,9.764471362E0
3.416064167E-1,-2.543211365E-1,-3.405119019E0,9.189390564E0,9.803285863E0
3.516314166E-1,-2.562670898E-1,-3.467838593E0,9.258995819E0,9.890428752E0
3.616554167E-1,-2.519261169E-1,-3.529061279E0,9.326505432E0,9.975041045E0
3.716814166E-1,-2.128573608E-1,-3.583098907E0,9.382039948E0,1.004522671E1
3.817054167E-1,-1.923500061E-1,-3.601360931E0,9.416468353E0,1.008348528E1
3.917304167E-1,-1.559756470E-1,-3.602708130E0,9.396709442E0,1.006488860E1
4.017554166E-1,-1.279838562E-1,-3.578608246E0,9.336384888E0,9.999544970E0
4.117804166E-1,-1.155596924E-1,-3.556154938E0,9.267228699E0,9.926787987E0
4.218054166E-1,-1.225950623E-1,-3.534899139E0,9.194479980E0,9.851345268E0
4.318304167E-1,-1.327738953E-1,-3.509452057E0,9.176816711E0,9.825876429E0
4.418554167E-1,-1.456471252E-1,-3.469784546E0,9.243278503E0,9.874148843E0
4.518804167E-1,-1.766326904E-1,-3.423231354E0,9.266629944E0,9.880290609E0
4.619054167E-1,-2.104623413E-1,-3.385060730E0,9.232051849E0,9.835329781E0
4.719304167E-1,-1.919009399E-1,-3.394940186E0,9.217981110E0,9.825152445E0
4.819554166E-1,-1.193019104E-1,-3.436853027E0,9.263785858E0,9.881493819E0
4.919804166E-1,-7.723937988E-2,-3.503913574E0,9.302555237E0,9.940870696E0
5.020054167E-1,-9.565109253E-2,-3.558100891E0,9.290729828E0,9.949215638E0
5.120304167E-1,-1.264869690E-1,-3.601211243E0,9.269024963E0,9.944825043E0
5.220554167E-1,-1.523831177E-1,-3.618724823E0,9.254205780E0,9.937741926E0
5.320804167E-1,-1.600172424E-1,-3.612737274E0,9.252858582E0,9.934428421E0
5.421054167E-1,-1.637594604E-1,-3.572620697E0,9.298214264E0,9.962290113E0
5.521304166E-1,-1.499880981E-1,-3.512296143E0,9.371711426E0,1.000938038E1
5.621554166E-1,-1.636097717E-1,-3.454516296E0,9.388027496E0,1.000477442E1
5.721804167E-1,-1.595681763E-1,-3.401676178E0,9.355095978E0,9.955635770E0
5.822054167E-1,-1.624122620E-1,-3.381168823E0,9.309590607E0,9.905915284E0
5.922304167E-1,-1.773811340E-1,-3.382366333E0,9.288185120E0,9.886467969E0
6.022554167E-1,-1.818717957E-1,-3.395389252E0,9.291328583E0,9.893964441E0
6.122804167E-1,-1.716929626E-1,-3.404071198E0,9.291777649E0,9.897187028E0
6.223054166E-1,-1.868115234E-1,-3.430566101E0,9.289682007E0,9.904639020E0
6.323304166E-1,-1.628613281E-1,-3.475921783E0,9.294921112E0,9.924923906E0
6.423554167E-1,-1.574725342E-1,-3.491639099E0,9.292675781E0,9.928250821E0
6.523804167E-1,-1.553768921E-1,-3.511248322E0,9.315727844E0,9.956695839E0
6.624054167E-1,-1.549278259E-1,-3.529660034E0,9.308692474E0,9.956618812E0
6.724304167E-1,-1.604663086E-1,-3.530707855E0,9.302405548E0,9.951200750E0
6.824554167E-1,-1.628613281E-1,-3.536994781E0,9.259744263E0,9.913612848E0
6.924804166E-1,-1.796264648E-1,-3.528312836E0,9.230255585E0,9.883262381E0
7.025054166E-1,-1.812730408E-1,-3.506308594E0,9.232949982E0,9.877976778E0
7.125304166E-1,-1.742376709E-1,-3.491788788E0,9.263187103E0,9.900988992E0
7.225554167E-1,-1.829196167E-1,-3.477568359E0,9.303752747E0,9.934120819E0
7.325804167E-1,-1.763333130E-1,-3.482807465E0,9.331744537E0,9.962052870E0
7.426054167E-1,-1.739382935E-1,-3.496578827E0,9.336235199E0,9.971038347E0
7.526304167E-1,-2.019300842E-1,-3.513194275E0,9.306147766E0,9.949256053E0
7.626554166E-1,-2.390528870E-1,-3.525468750E0,9.280101929E0,9.930073917E0
7.726804166E-1,-2.649490356E-1,-3.523971863E0,9.305099945E0,9.953565224E0
7.827054166E-1,-2.555186462E-1,-3.525169373E0,9.326206055E0,9.973476237E0
7.927304167E-1,-2.249821472E-1,-3.520379333E0,9.328152008E0,9.972868569E0
8.027554167E-1,-1.993853760E-1,-3.519630890E0,9.292675781E0,9.938882196E0
8.127804167E-1,-2.068698120E-1,-3.492986298E0,9.278006287E0,9.915903844E0
8.228054167E-1,-1.926493835E-1,-3.493285675E0,9.299411774E0,9.935754522E0
8.328304166E-1,-1.675016785E-1,-3.501219177E0,9.314380646E0,9.952099244E0
8.428554166E-1,-1.616638184E-1,-3.517984314E0,9.313183136E0,9.956793106E0
8.528804166E-1,-1.502874756E-1,-3.539539490E0,9.316775665E0,9.967609288E0
8.629054167E-1,-1.428030396E-1,-3.535048828E0,9.307494965E0,9.957229808E0
8.729304167E-1,-1.420545959E-1,-3.514840851E0,9.304052124E0,9.946842295E0
8.829554167E-1,-1.392105103E-1,-3.501668243E0,9.288783875E0,9.927868146E0
8.929804167E-1,-1.302291870E-1,-3.478017426E0,9.282047882E0,9.913121493E0
9.030054167E-1,-1.345701599E-1,-3.456312561E0,9.286388855E0,9.909653052E0
9.130304166E-1,-1.404080200E-1,-3.448229370E0,9.278305664E0,9.899341200E0
9.230554166E-1,-1.363664246E-1,-3.453917542E0,9.278754730E0,9.901688317E0
9.330804167E-1,-1.463955688E-1,-3.466341705E0,9.259893951E0,9.888508101E0
9.431054167E-1,-1.438508606E-1,-3.485651550E0,9.219777374E0,9.857725632E0
9.531304167E-1,-1.386117554E-1,-3.499572601E0,9.215137024E0,9.858243859E0
9.631554167E-1,-1.222956848E-1,-3.516936493E0,9.309141541E0,9.952080926E0
9.731804167E-1,-1.068777466E-1,-3.537593536E0,9.415570221E0,1.005877495E1
9.832054166E-1,-1.197509766E-1,-3.561843109E0,9.416618042E0,1.006845380E1
9.932304166E-1,-1.416055298E-1,-3.542233887E0,9.285790100E0,9.939485440E0
1.003255417E0,-1.606159973E-1,-3.515738983E0,9.218879242E0,9.867824105E0
1.013280417E0,-1.483415222E-1,-3.489842834E0,9.296717377E0,9.931261863E0
1.023305417E0,-1.851649475E-1,-3.478765869E0,9.202413483E0,9.839741457E0
1.033330417E0,-2.516267395E-1,-3.491788788E0,9.141190796E0,9.788629839E0
1.043355417E0,-2.049238586E-1,-3.484004974E0,9.382788391E0,1.001084424E1
1.053380417E0,-1.005908203E-1,-3.512296143E0,9.393266602E0,1.002894811E1
1.063405417E0,-4.879852295E-2,-3.626957703E0,9.215436401E0,9.903609016E0
1.073430417E0,-9.595046997E-2,-3.624412994E0,9.247320099E0,9.932698780E0
1.083455542E0,-2.118095398E-1,-3.575764160E0,9.446106720E0,1.010246924E1
1.093480542E0,-2.142045593E-1,-3.496878204E0,9.430539093E0,1.006027377E1
1.103505542E0,-1.989363098E-1,-3.432512054E0,9.279054108E0,9.895582842E0
1.113530542E0,-2.097138977E-1,-3.397784271E0,9.223070526E0,9.831273966E0
1.123555542E0,-1.887574768E-1,-3.367397461E0,9.290879517E0,9.884100224E0
1.133580542E0,-1.820214844E-1,-3.361709290E0,9.350455627E0,9.938070316E0
1.143605542E0,-1.701960754E-1,-3.343447266E0,9.349557495E0,9.930852515E0
1.153630542E0,-1.613644409E-1,-3.320993958E0,9.344468079E0,9.918373003E0
1.163655542E0,-1.775308228E-1,-3.310216370E0,9.305998077E0,9.878797995E0
1.173680542E0,-1.975891113E-1,-3.349285126E0,9.254804535E0,9.844194192E0
1.183705542E0,-2.155517578E-1,-3.420237579E0,9.236542511E0,9.851812281E0
1.193730542E0,-2.248324585E-1,-3.488196259E0,9.237889709E0,9.877077961E0
1.203755542E0,-2.032772827E-1,-3.544778595E0,9.306746521E0,9.961039491E0
1.213780542E0,-1.645079041E-1,-3.590433655E0,9.358987885E0,1.002541425E1
1.223805542E0,-1.314266968E-1,-3.610791321E0,9.343420258E0,1.001771376E1
1.233830542E0,-1.004411316E-1,-3.601061554E0,9.282496948E0,9.957031803E0
1.243855542E0,-1.071771240E-1,-3.568579102E0,9.253307648E0,9.918162439E0
1.253880542E0,-1.148112488E-1,-3.525768127E0,9.272318115E0,9.920690790E0
1.263905542E0,-1.311273193E-1,-3.486100616E0,9.305998077E0,9.938394845E0
1.273930542E0,-1.408570862E-1,-3.445235596E0,9.331744537E0,9.948414202E0
1.283955542E0,-1.529818726E-1,-3.428919525E0,9.310488739E0,9.923008270E0
1.293980542E0,-1.833686829E-1,-3.427272949E0,9.265133057E0,9.880410644E0
1.304004542E0,-2.005828857E-1,-3.414100342E0,9.231902161E0,9.845015599E0
1.314029542E0,-1.942959595E-1,-3.432212677E0,9.289981384E0,9.905634200E0
1.324054542E0,-1.390608215E-1,-3.482657776E0,9.313033447E0,9.943884306E0
1.334079542E0,-9.849517822E-2,-3.560196533E0,9.250613251E0,9.912544889E0
1.344104542E0,-1.203497314E-1,-3.602408752E0,9.194479980E0,9.875742756E0
1.354129542E0,-1.300794983E-1,-3.611539764E0,9.206604767E0,9.890485907E0
1.364154542E0,-1.435514832E-1,-3.609743500E0,9.274713135E0,9.953449598E0
1.374179542E0,-1.432521057E-1,-3.582649841E0,9.343869324E0,1.000818640E1
1.384204542E0,-1.236428833E-1,-3.526067505E0,9.334139557E0,9.978707375E0
1.394229542E0,-1.342707825E-1,-3.476221161E0,9.187893677E0,9.824435476E0
1.404254542E0,-1.326242065E-1,-3.438050537E0,9.322763214E0,9.937388723E0
1.414279542E0,-1.546284485E-1,-3.419638824E0,9.458830261E0,1.005919030E1
1.424304542E0,-1.704954529E-1,-3.392844543E0,9.342671814E0,9.941125662E0
1.434329542E0,-1.571731567E-1,-3.380270691E0,9.285939789E0,9.883299606E0
1.444354542E0,-1.511856079E-1,-3.382366333E0,9.328601074E0,9.924014163E0
1.454379542E0,-1.393601990E-1,-3.399131470E0,9.397158508E0,9.994003404E0
1.464404542E0,-1.565744019E-1,-3.410657501E0,9.431886292E0,1.003083143E1
1.474429542E0,-1.649569702E-1,-3.411405945E0,9.382489014E0,9.984788501E0
1.484454542E0,-1.663041687E-1,-3.437152405E0,9.302854614E0,9.918910107E0
1.494479542E0,-1.745370483E-1,-3.465593262E0,9.236692200E0,9.866979408E0
1.504504542E0,-1.968406677E-1,-3.490591278E0,9.217532043E0,9.858289440E0
1.514529542E0,-1.948947144E-1,-3.494034119E0,9.205556946E0,9.848275842E0
1.524554542E0,-1.592687988E-1,-3.488196259E0,9.251361694E0,9.888405983E0
1.534579542E0,-1.538800049E-1,-3.479664001E0,9.325607300E0,9.954832602E0
1.544604542E0,-1.573228455E-1,-3.486849060E0,9.405690765E0,1.003244166E1
1.554629542E0,-1.561253357E-1,-3.485202484E0,9.436826019E0,1.006104849E1
1.564654542E0,-1.416055298E-1,-3.473676453E0,9.399852905E0,1.002216119E1
1.574679542E0,-1.709445190E-1,-3.476819916E0,9.329648895E0,9.957903759E0
1.584704542E0,-1.880090332E-1,-3.472928009E0,9.256151733E0,9.888019077E0
1.594729542E0,-1.978884888E-1,-3.474424896E0,9.205856323E0,9.841675612E0
1.604754542E0,-1.890568542E-1,-3.464395752E0,9.196276245E0,9.829001841E0
1.614779542E0,-1.883084106E-1,-3.467988281E0,9.216633911E0,9.849301672E0
1.624804542E0,-1.713935852E-1,-3.479514313E0,9.280550995E0,9.912871551E0
1.634829542E0,-1.523831177E-1,-3.512296143E0,9.331445160E0,9.971725707E0
