"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.599166521E-4,-3.817062378E-1,-2.942431183E0,8.658294983E0,9.152577393E0
1.038491665E-2,-6.656657410E-1,-2.798430634E0,8.690777435E0,9.154449045E0
2.040991667E-2,-6.599775696E-1,-2.690056000E0,9.161398773E0,9.570956021E0
3.043491667E-2,-6.011499023E-1,-2.633773041E0,9.749825134E0,1.011717509E1
4.045891666E-2,-5.471122742E-1,-2.616558838E0,1.002764740E1,1.037783332E1
5.048391665E-2,-3.432362366E-1,-2.548899536E0,9.948162689E0,1.027524408E1
6.050891665E-2,-4.578977966E-1,-2.500849457E0,9.811646576E0,1.013569568E1
7.053391667E-2,-5.710624695E-1,-2.457140350E0,9.482032013E0,9.811859260E0
8.055891667E-2,-5.896238708E-1,-2.492017822E0,9.149273987E0,9.500895938E0
9.058391667E-2,-5.986051941E-1,-2.592159576E0,8.967102814E0,9.353424631E0
1.006089167E-1,-6.177653503E-1,-2.646795959E0,8.979526978E0,9.381847772E0
1.106339167E-1,-6.215075684E-1,-2.677182770E0,9.203910370E0,9.605495580E0
1.206579167E-1,-6.399192810E-1,-2.739153900E0,9.480684814E0,9.889178193E0
1.306829167E-1,-6.116281128E-1,-2.805166626E0,9.633666687E0,1.005239188E1
1.407079167E-1,-5.516029358E-1,-2.867437134E0,9.634864197E0,1.006762482E1
1.507329167E-1,-5.472619629E-1,-2.899470520E0,9.620344391E0,1.006267614E1
1.607579167E-1,-5.548960876E-1,-2.908900909E0,9.551188202E0,9.999740508E0
1.707829167E-1,-5.013075256E-1,-2.878065033E0,9.430988159E0,9.873100082E0
1.808079167E-1,-4.433779907E-1,-2.838696899E0,9.197473755E0,9.635782667E0
1.908329167E-1,-4.227209473E-1,-2.808609467E0,9.035211182E0,9.471115100E0
2.008569167E-1,-4.553530884E-1,-2.802172852E0,8.992250519E0,9.429744881E0
2.108819167E-1,-5.077441406E-1,-2.839894409E0,9.057963867E0,9.506288118E0
2.209069167E-1,-5.644761658E-1,-2.885100403E0,9.199569397E0,9.657873201E0
2.309319167E-1,-6.007008362E-1,-2.929707642E0,9.343270569E0,9.810236148E0
2.409569166E-1,-6.183641052E-1,-2.985541534E0,9.410331116E0,9.891924187E0
2.509819167E-1,-5.965095520E-1,-3.006048889E0,9.522897034E0,1.000388532E1
2.610069167E-1,-5.689668274E-1,-2.996618500E0,9.801467743E0,1.026509696E1
2.710319167E-1,-6.030958557E-1,-3.034489746E0,1.005863297E1,1.052368518E1
2.810569167E-1,-6.960525513E-1,-3.126997375E0,9.934241638E0,1.043799591E1
2.910809166E-1,-8.336164856E-1,-3.156036987E0,9.620643768E0,1.015934409E1
3.011059167E-1,-9.162446594E-1,-3.130889282E0,9.463620300E0,1.001009896E1
3.111309167E-1,-8.562194824E-1,-3.123554535E0,9.454489288E0,9.993851732E0
3.211559167E-1,-7.165599060E-1,-3.101849670E0,9.549092560E0,1.006578850E1
3.311809167E-1,-5.798941040E-1,-3.062331848E0,9.562714233E0,1.005781572E1
3.412059167E-1,-4.948709106E-1,-3.022215271E0,9.366472321E0,9.854414549E0
