"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.624214090E-1,-9.368914366E-2,-2.763860703E0,9.725383759E0
2.648439090E-1,-9.354916960E-2,-2.772709131E0,9.610426903E0
2.672665650E-1,-7.452555001E-2,-2.786731720E0,9.528842926E0
2.696891690E-1,-9.816058725E-2,-2.795620203E0,9.447556496E0
2.721116690E-1,-7.885823399E-2,-2.757002592E0,9.399719238E0
2.745342740E-1,-5.959469825E-2,-2.737289906E0,9.303916931E0
2.769569300E-1,-5.976438522E-2,-2.789516687E0,9.207923889E0
2.793795340E-1,-4.076593369E-2,-2.803634644E0,9.140705109E0
2.818021380E-1,-4.026932269E-2,-2.736100674E0,9.102691650E0
2.842247940E-1,-4.954949021E-2,-2.702419758E0,9.107687950E0
2.866474510E-1,-3.571013361E-2,-2.764971256E0,9.102535248E0
2.890701070E-1,-3.586640209E-2,-2.784321070E0,9.121604919E0
2.914929190E-1,2.224680036E-3,-2.760616302E0,9.126249313E0
2.939155760E-1,2.599107102E-2,-2.746540308E0,9.150098801E0
2.963383360E-1,-7.178440690E-3,-2.732090712E0,9.183894157E0
2.987609920E-1,3.567556292E-2,-2.713036776E0,9.159758568E0
3.011837530E-1,3.594902903E-2,-2.679174900E0,9.126388550E0
3.036065650E-1,5.996134132E-2,-2.654788017E0,9.044940948E0
3.060293260E-1,8.844317496E-2,-2.650232553E0,9.049565315E0
3.084520860E-1,3.608300909E-2,-2.664598703E0,9.102511406E0
3.108746900E-1,8.800768852E-2,-2.694087982E0,9.140351295E0
3.132972940E-1,8.783176541E-2,-2.708822727E0,9.188169479E0
3.157199510E-1,1.205713004E-1,-2.762417555E0,9.259545326E0
3.181427110E-1,1.061459482E-1,-2.772428036E0,9.336205482E0
3.205653150E-1,5.861243606E-2,-2.758377314E0,9.446703911E0
3.229880240E-1,7.300949842E-2,-2.729716301E0,9.456313133E0
3.254106280E-1,1.351881474E-1,-2.667271376E0,9.389149666E0
3.278333880E-1,1.158666089E-1,-2.729408503E0,9.360272408E0
3.302558880E-1,9.233487397E-2,-2.728526831E0,9.255087852E0
3.326786490E-1,7.341504097E-2,-2.732869148E0,9.207308769E0
3.351014610E-1,9.270638227E-2,-2.703672171E0,9.130702019E0
3.375241170E-1,1.309760213E-1,-2.655843258E0,9.121088028E0
3.399467740E-1,1.640419662E-1,-2.665995836E0,9.163922310E0
3.423694300E-1,1.212069094E-1,-2.647462606E0,9.317503929E0
3.447920860E-1,7.331340015E-2,-2.676981211E0,9.475694656E0
3.472146900E-1,1.112841517E-1,-2.649042606E0,9.566548347E0
3.496371900E-1,1.391438246E-1,-2.726565599E0,9.628273010E0
3.520597940E-1,1.291187406E-1,-2.794185400E0,9.690287590E0
3.544822940E-1,1.199668050E-1,-2.736571550E0,9.709753036E0
3.569050030E-1,1.052794978E-1,-2.799158573E0,9.743092537E0
3.593277110E-1,5.293921009E-2,-2.832206488E0,9.714555740E0
3.617503670E-1,6.757932901E-2,-2.788556099E0,9.638041496E0
3.641730240E-1,8.166170120E-2,-2.836118221E0,9.546764374E0
3.665954710E-1,1.201743856E-1,-2.773300409E0,9.451026917E0
3.690180760E-1,1.436761916E-1,-2.821189642E0,9.397994041E0
3.714405760E-1,1.817564964E-1,-2.820972443E0,9.321136475E0
3.738632320E-1,1.772727966E-1,-2.791815996E0,9.278200150E0
3.762857320E-1,1.870661378E-1,-2.743831873E0,9.278347015E0
3.787083360E-1,1.964996755E-1,-2.753484488E0,9.273456573E0
3.811308360E-1,1.777638793E-1,-2.728992224E0,9.225803375E0
3.835533360E-1,2.017368674E-1,-2.695375919E0,9.201854706E0
3.859757840E-1,1.640307009E-1,-2.661349058E0,9.187884331E0
3.883983880E-1,1.737487614E-1,-2.627718925E0,9.178392410E0
3.908208360E-1,1.833582222E-1,-2.622636318E0,9.125681877E0
3.932435440E-1,1.880013347E-1,-2.651188850E0,9.077643394E0
3.956663050E-1,1.877000630E-1,-2.694535494E0,9.091820717E0
3.980890130E-1,1.402590573E-1,-2.694202900E0,9.096918106E0
4.005116690E-1,9.709251672E-2,-2.751955986E0,9.159189224E0
4.029343780E-1,1.019362062E-1,-2.737543821E0,9.154434204E0
4.053570860E-1,1.348432899E-1,-2.776435137E0,9.182778358E0
4.077797940E-1,1.346060038E-1,-2.800781250E0,9.230555534E0
4.102025030E-1,8.265300095E-2,-2.752641439E0,9.278985977E0
4.126251590E-1,3.030123189E-2,-2.766975641E0,9.327144623E0
4.150479190E-1,4.452549666E-2,-2.771795511E0,9.312666893E0
4.174705760E-1,8.275630325E-2,-2.742871284E0,9.255086899E0
4.198931800E-1,1.063889861E-1,-2.757438421E0,9.250082016E0
4.223157840E-1,7.285971940E-2,-2.800625324E0,9.278838158E0
4.247384920E-1,4.496074840E-2,-2.713872671E0,9.274613380E0
4.271611490E-1,1.212073937E-1,-2.675597429E0,9.212039948E0
4.295836490E-1,1.829620600E-1,-2.675721407E0,9.158967972E0
4.320063050E-1,1.402252614E-1,-2.680262804E0,9.168802261E0
4.344290130E-1,1.498735547E-1,-2.656275272E0,9.164056778E0
4.368516690E-1,1.591928005E-1,-2.685118675E0,9.154293060E0
4.392743780E-1,1.259925961E-1,-2.675474644E0,9.188068390E0
4.416969820E-1,8.336171508E-2,-2.660856724E0,9.207561493E0
4.441196380E-1,1.969154775E-1,-2.705014706E0,9.211420059E0
4.465423460E-1,2.632791996E-1,-2.705683708E0,9.234928131E0
4.489650030E-1,2.299898267E-1,-2.715135098E0,9.249466896E0
4.513876070E-1,2.492248416E-1,-2.662704468E0,9.292666435E0
4.538103150E-1,2.772242725E-1,-2.735008478E0,9.292166710E0
4.562329190E-1,2.203439474E-1,-2.715666294E0,9.340502739E0
4.586553150E-1,1.206043661E-1,-2.734155655E0,9.345855713E0
4.610779190E-1,2.106232643E-1,-2.758685350E0,9.316435814E0
4.635004190E-1,2.390214503E-1,-2.768515587E0,9.316208839E0
4.659229190E-1,1.869182289E-1,-2.763150215E0,9.292629242E0
4.683455760E-1,7.767824829E-2,-2.786308527E0,9.288446426E0
4.707680760E-1,7.317201048E-2,-2.747858524E0,9.293433189E0
4.731907840E-1,3.972638771E-2,-2.776659966E0,9.327040672E0
4.756132840E-1,3.545169532E-2,-2.704506397E0,9.322596550E0
4.780357840E-1,1.665169746E-2,-2.684946775E0,9.294075966E0
4.804582840E-1,3.994976729E-2,-2.757055521E0,9.269667625E0
4.828807840E-1,-2.184371278E-2,-2.775836229E0,9.274773598E0
4.853032840E-1,2.551363595E-2,-2.790554285E0,9.264825821E0
4.877259400E-1,3.040765412E-2,-2.775951147E0,9.231339455E0
4.901485960E-1,4.004228488E-2,-2.770773411E0,9.164266586E0
4.925712530E-1,-2.828482538E-3,-2.789890766E0,9.197977066E0
4.949937530E-1,2.118069120E-2,-2.746758223E0,9.188435555E0
4.974165650E-1,7.827575505E-2,-2.732460737E0,9.140245438E0
4.998392210E-1,1.207070611E-2,-2.688985109E0,9.183959007E0
5.022618260E-1,3.557226062E-2,-2.722807407E0,9.183657646E0
5.046842740E-1,6.428037584E-2,-2.703326464E0,9.111733437E0
5.071069300E-1,3.106340021E-2,-2.693746090E0,9.155085564E0
5.095293260E-1,1.200120710E-2,-2.712695360E0,9.135972977E0
5.119519300E-1,-2.602223307E-3,-2.774964809E0,9.121430397E0
5.143743780E-1,7.347337902E-3,-2.707631111E0,9.102508545E0
5.167969820E-1,4.989168793E-2,-2.731955767E0,9.097337723E0
5.192194300E-1,6.910201907E-2,-2.707755089E0,9.049437523E0
5.216420860E-1,7.382273674E-2,-2.698498249E0,9.097330093E0
5.240647420E-1,-6.968718022E-3,-2.731295824E0,9.064191818E0
5.264873990E-1,-7.353875786E-3,-2.774960279E0,9.126249313E0
5.289100030E-1,-2.468246967E-3,-2.760389090E0,9.097552299E0
5.313325030E-1,-2.643924206E-3,-2.789191246E0,9.092638969E0
5.337551070E-1,2.113084868E-2,-2.775083542E0,9.111698151E0
5.361777110E-1,3.080119938E-2,-2.732254982E0,9.164495468E0
5.386002110E-1,3.101043403E-2,-2.703325510E0,9.150256157E0
5.410228150E-1,-7.100310177E-3,-2.722415686E0,9.174360275E0
5.434454710E-1,-4.047880322E-2,-2.750962734E0,9.169663429E0
5.458681280E-1,1.640412770E-2,-2.760916233E0,9.154886246E0
5.482907840E-1,-3.112051263E-2,-2.774968863E0,9.155132294E0
5.507134920E-1,2.131203935E-2,-2.741570711E0,9.130997658E0
5.531360960E-1,6.306674331E-3,-2.847567797E0,9.188088417E0
5.555587530E-1,-2.387258708E-1,-3.340567112E0,9.168358803E0
5.579814090E-1,-5.755205154E-1,-4.078248978E0,9.191243172E0
5.603916690E-1,-9.606150389E-1,-4.950157642E0,9.218639374E0
5.628267210E-1,-1.378001332E0,-5.621403217E0,9.462594986E0
5.652492740E-1,-1.564276218E0,-5.699892998E0,9.918337822E0
5.676595860E-1,-1.640192389E0,-5.605611801E0,1.028314781E1
5.700946380E-1,-1.495917082E0,-5.308466911E0,1.024042320E1
5.725172420E-1,-1.399073243E0,-5.081294060E0,9.934348106E0
5.749400030E-1,-1.422096252E0,-5.059727669E0,9.608994484E0
5.773626070E-1,-1.478671193E0,-5.072054386E0,9.360320091E0
5.797853150E-1,-1.487782717E0,-5.094007492E0,9.058626175E0
5.822080760E-1,-1.462609529E0,-4.919849873E0,8.858122826E0
5.846305760E-1,-1.443089485E0,-4.852271557E0,8.791258812E0
5.870531280E-1,-1.504130125E0,-4.755652428E0,8.787290573E0
5.894756280E-1,-1.456098199E0,-4.636510372E0,8.883266449E0
5.918981280E-1,-1.417622685E0,-4.526938915E0,8.984049797E0
5.943206280E-1,-1.384294987E0,-4.470447540E0,9.122941017E0
5.967430760E-1,-1.322527289E0,-4.423627377E0,9.237663269E0
5.991656280E-1,-1.250898719E0,-4.342637062E0,9.261495590E0
6.015881280E-1,-1.131985307E0,-4.295395851E0,9.246566772E0
6.040106800E-1,-1.141703367E0,-4.329026222E0,9.256058693E0
6.064332320E-1,-1.103425145E0,-4.295233250E0,9.188924789E0
6.088558360E-1,-1.028277278E0,-4.425251484E0,9.139984131E0
6.112782840E-1,-1.015004039E0,-4.579047203E0,9.124856949E0
6.137006800E-1,-9.777634740E-1,-4.703937531E0,9.071397781E0
6.161231800E-1,-1.088478923E0,-4.939022064E0,9.138117790E0
6.185456280E-1,-1.266247511E0,-5.255770206E0,9.276736259E0
6.209681280E-1,-1.277957678E0,-5.564246178E0,9.423891068E0
6.233908360E-1,-1.351324677E0,-5.853470325E0,9.638566017E0
6.258133360E-1,-1.452085853E0,-5.974308968E0,9.858945847E0
6.282358360E-1,-1.614197612E0,-6.027839661E0,1.014705467E1
6.306582320E-1,-1.628727078E0,-6.005418777E0,1.040581131E1
6.330806800E-1,-1.571610928E0,-5.916010857E0,1.062609100E1
6.355030760E-1,-1.479768634E0,-5.624128342E0,1.071296597E1
6.379255240E-1,-1.439996243E0,-5.312686920E0,1.080983925E1
6.403479190E-1,-1.342515349E0,-4.890833855E0,1.085894203E1
6.427703150E-1,-1.163296819E0,-4.320052624E0,1.082198238E1
6.451927110E-1,-8.896003962E-1,-3.845255375E0,1.065470600E1
6.476028670E-1,-6.962988377E-1,-3.364238024E0,1.036827183E1
6.500377630E-1,-4.413623810E-1,-2.907246113E0,1.000951099E1
6.524601070E-1,-1.369610429E-1,-2.091209650E0,9.805230141E0
6.548700550E-1,2.236394882E-1,-1.362748861E0,9.695962906E0
6.573048460E-1,4.932559729E-1,-7.494086027E-1,9.658603668E0
6.597271900E-1,8.467797637E-1,-4.377338886E-1,9.356022835E0
6.621372420E-1,1.185102463E0,-2.281088382E-1,9.239833832E0
6.645719820E-1,1.303704381E0,-2.758370638E-1,9.052115440E0
6.669941170E-1,1.303058743E0,-4.564819932E-1,8.754457474E0
6.694040650E-1,1.443773746E0,-7.824542522E-1,8.464820862E0
6.718387010E-1,1.642252803E0,-9.649796486E-1,8.218533516E0
6.742609920E-1,1.806686521E0,-1.267677903E0,8.015033722E0
6.766833880E-1,1.857780933E0,-1.478511810E0,7.860553265E0
6.791056280E-1,1.875879407E0,-1.669549465E0,7.658492565E0
6.815280240E-1,1.847764254E0,-1.710229397E0,7.304168701E0
6.839381280E-1,1.534838676E0,-1.918357372E0,6.443406105E0
6.863731280E-1,1.359220147E0,-2.053449154E0,6.003436565E0
6.887956280E-1,1.149771452E0,-2.125011444E0,6.167279243E0
6.912181280E-1,1.111978769E0,-1.950628996E0,6.728510380E0
6.936407320E-1,9.448860288E-1,-2.000334501E0,7.169890404E0
6.960634920E-1,6.927317977E-1,-2.113834620E0,7.185390949E0
6.984862010E-1,4.910062551E-1,-2.421933651E0,7.496579170E0
7.009089090E-1,1.707576215E-1,-2.714831591E0,7.827754974E0
7.033315130E-1,-3.061424568E-2,-2.941869736E0,8.235060692E0
7.057543260E-1,-2.176961899E-1,-3.089069128E0,8.905975342E0
7.081769300E-1,-3.525106609E-1,-3.358247519E0,9.068466187E0
7.105996900E-1,-4.061825573E-1,-3.522956371E0,9.326653481E0
7.130100030E-1,-4.595390558E-1,-3.653643847E0,9.527530670E0
7.154451070E-1,-4.728175700E-1,-3.518625736E0,9.475538254E0
7.178677630E-1,-4.773626626E-1,-3.499080420E0,9.432560921E0
7.202905240E-1,-4.396586418E-1,-3.570630550E0,9.307509422E0
7.227131280E-1,-4.588797092E-1,-3.618319035E0,9.273906708E0
7.251357320E-1,-4.447112679E-1,-3.628039837E0,9.273772240E0
7.275583360E-1,-4.742505848E-1,-3.772595406E0,9.364304543E0
7.299809400E-1,-5.324676037E-1,-3.917758942E0,9.579513550E0
7.324034920E-1,-6.287754774E-1,-4.100694656E0,9.737344742E0
7.348261490E-1,-7.019950747E-1,-4.342466831E0,1.004320335E1
7.372486490E-1,-7.700611949E-1,-4.540515423E0,1.027260780E1
7.396710960E-1,-8.142321706E-1,-4.728689194E0,1.043486691E1
7.420935960E-1,-8.720247149E-1,-4.839418411E0,1.053051949E1
7.445160440E-1,-1.011174917E0,-5.060121536E0,1.063579273E1
7.469384400E-1,-9.832616448E-1,-5.170267105E0,1.054415226E1
7.493609400E-1,-9.017859697E-1,-5.087982178E0,1.036203289E1
7.517835440E-1,-7.928828597E-1,-5.145820618E0,1.026052094E1
7.542061490E-1,-7.687028050E-1,-5.120798588E0,1.008331108E1
7.566285440E-1,-7.689166069E-1,-5.210707664E0,9.872236252E0
7.590510960E-1,-7.687900662E-1,-5.252432823E0,9.642218590E0
7.614735440E-1,-6.687463522E-1,-5.195276260E0,9.603514671E0
7.638960960E-1,-4.546495080E-1,-5.105354309E0,9.564215660E0
7.663185440E-1,-3.021013737E-1,-4.967632771E0,9.635654449E0
7.687410440E-1,-2.155372798E-1,-4.790287971E0,9.607143402E0
7.711635960E-1,3.983346745E-3,-4.604034424E0,9.529927254E0
7.735862010E-1,6.657115370E-2,-4.591622829E0,9.036390305E0
7.760087530E-1,1.293926239E-1,-4.507984161E0,8.672447205E0
7.784312530E-1,3.107488155E-1,-4.308197975E0,8.772701263E0
7.808537530E-1,3.450781107E-1,-4.116607666E0,8.830779076E0
7.832763050E-1,5.219181776E-1,-3.958128929E0,8.643588066E0
7.856988050E-1,6.933062077E-1,-3.877331257E0,8.580585480E0
7.881213570E-1,7.942022085E-1,-3.784118414E0,8.178131104E0
7.905438050E-1,8.521971107E-1,-3.578833342E0,8.317514420E0
7.929663570E-1,8.909214735E-1,-3.463629723E0,8.293828011E0
7.953888570E-1,9.959229827E-1,-3.358802080E0,8.307972908E0
7.978113050E-1,1.024538636E0,-3.325603485E0,8.341450691E0
8.002337530E-1,1.010904908E0,-3.187242270E0,8.509734154E0
8.026563050E-1,9.491751194E-1,-3.172955036E0,8.601173401E0
8.050787530E-1,9.346993566E-1,-3.183156729E0,8.706562042E0
8.075013050E-1,9.016413093E-1,-3.144837379E0,8.764403343E0
8.099239090E-1,8.782706261E-1,-3.077693462E0,8.812731743E0
8.123464090E-1,8.212400675E-1,-3.101125479E0,8.789057732E0
8.147689610E-1,7.835752964E-1,-3.038805246E0,8.856611252E0
8.171915130E-1,7.317762375E-1,-2.994771481E0,8.799682617E0
8.196140130E-1,6.602563262E-1,-3.047214746E0,8.819067955E0
8.220365130E-1,5.369595289E-1,-3.050849915E0,8.786334038E0
8.244590130E-1,4.950317144E-1,-2.935090303E0,8.772749901E0
8.268814610E-1,4.337852001E-1,-2.886146545E0,8.711114883E0
8.293039610E-1,3.153125346E-1,-2.870754480E0,8.702374458E0
8.317266170E-1,1.635085046E-1,-2.864973307E0,8.732113838E0
8.341491170E-1,-2.280078828E-3,-2.806570292E0,8.814844131E0
8.365716170E-1,-1.646673381E-1,-2.931486368E0,8.997300148E0
8.389940650E-1,-3.267226815E-1,-3.008250713E0,9.165600777E0
8.414165130E-1,-5.696387291E-1,-3.155590773E0,9.200045586E0
8.438389610E-1,-8.366482854E-1,-3.318245888E0,9.397378922E0
8.462615130E-1,-1.060466766E0,-3.380850554E0,9.676271439E0
8.486840130E-1,-1.289393544E0,-3.519832611E0,9.883037567E0
8.511065650E-1,-1.489331245E0,-3.563237429E0,1.013791847E1
8.535291690E-1,-1.713113427E0,-3.630393505E0,1.037848377E1
8.559517210E-1,-1.951717138E0,-3.760644913E0,1.072899818E1
8.583618780E-1,-2.071195602E0,-3.819404840E0,1.103117085E1
8.607968780E-1,-2.219034910E0,-3.901020527E0,1.118978310E1
8.632193780E-1,-2.356145859E0,-3.842009544E0,1.114783764E1
8.656419820E-1,-2.436200857E0,-3.773537636E0,1.106246853E1
8.680644820E-1,-2.420910120E0,-3.666459799E0,1.084258270E1
8.704869300E-1,-2.390728951E0,-3.458508730E0,1.061346626E1
8.729094820E-1,-2.365681171E0,-3.312963009E0,1.037932110E1
8.753318780E-1,-2.336141109E0,-3.224676609E0,1.007786083E1
8.777543780E-1,-2.316159725E0,-3.141282320E0,9.800381660E0
8.801769820E-1,-2.167474747E0,-2.943916798E0,9.580026627E0
8.825994820E-1,-2.061674833E0,-2.784478188E0,9.331054688E0
8.850219300E-1,-1.965868592E0,-2.687853813E0,9.144117355E0
8.874444820E-1,-1.813246489E0,-2.615504503E0,8.927976608E0
8.898670340E-1,-1.631715894E0,-2.466642141E0,8.735925674E0
8.922896900E-1,-1.593490243E0,-2.470563173E0,8.558497429E0
8.947123460E-1,-1.412227273E0,-2.378987074E0,8.308737755E0
8.971350030E-1,-1.336454272E0,-2.431606531E0,8.183521271E0
8.995576070E-1,-1.293898106E0,-2.502779961E0,7.996193409E0
9.019678150E-1,-1.136538267E0,-2.435176849E0,7.765635967E0
9.044029190E-1,-1.046898484E0,-2.540863514E0,7.654461861E0
9.068252630E-1,-9.853470922E-1,-2.593341589E0,7.524550438E0
9.092476590E-1,-8.954036832E-1,-2.618157387E0,7.538223743E0
9.116701590E-1,-7.827728987E-1,-2.815874338E0,7.507894993E0
9.140926070E-1,-6.187002063E-1,-3.105872154E0,7.563016415E0
9.165150550E-1,-4.461867213E-1,-3.554657698E0,7.636538029E0
9.189375030E-1,-2.559976578E-1,-4.177324772E0,7.819310188E0
9.213600030E-1,7.639424503E-2,-4.810823441E0,8.020264626E0
9.237702110E-1,5.937423706E-1,-5.436481953E0,8.272725105E0
9.262051070E-1,1.042404890E0,-5.705241680E0,8.417070389E0
9.286275030E-1,1.288663149E0,-5.727377415E0,8.568598747E0
9.310376070E-1,1.514303446E0,-6.027587414E0,8.642428398E0
9.334725030E-1,1.798703432E0,-6.653462410E0,9.198056221E0
9.358948990E-1,1.873686314E0,-7.416431904E0,9.653885841E0
9.383051590E-1,1.873792171E0,-8.010839462E0,1.014445877E1
9.407401070E-1,1.729380131E0,-8.167820930E0,1.079111385E1
9.431625550E-1,1.768791318E0,-7.829610825E0,1.119934177E1
9.455727630E-1,2.070343733E0,-7.371388435E0,1.132389259E1
9.480076070E-1,2.523857355E0,-6.955867290E0,1.118870831E1
9.504300030E-1,2.930607319E0,-6.438966274E0,1.103990650E1
9.528402110E-1,3.109494448E0,-5.944470882E0,1.091163731E1
9.552752110E-1,3.088895082E0,-5.557323456E0,1.053520298E1
9.576976590E-1,2.645647287E0,-5.286056519E0,1.000777817E1
9.601201590E-1,2.060416698E0,-4.979674339E0,9.423968315E0
9.625429190E-1,1.365851760E0,-4.720257282E0,8.802355766E0
9.649653150E-1,7.658110857E-1,-4.481617928E0,8.304533005E0
9.673753670E-1,3.462928534E-1,-4.177656174E0,7.892014980E0
9.698103670E-1,2.636285126E-2,-3.841710329E0,7.613060474E0
9.722328150E-1,-2.558022141E-1,-3.539568663E0,7.314559937E0
9.746429710E-1,-4.722006619E-1,-3.320079088E0,7.082304478E0
9.770780760E-1,-4.515558481E-1,-3.126312733E0,6.829246998E0
9.795005760E-1,-4.841446579E-1,-3.058078766E0,6.724418163E0
9.819107840E-1,-5.359332561E-1,-2.976489782E0,6.801723480E0
