"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.072210708E0,4.929249573E-1,1.609153748E-1,9.696086884E0
4.082182708E0,6.279441833E-1,1.580712891E-1,1.006701553E1
4.092155708E0,6.810836792E-1,1.800755310E-1,1.026445496E1
4.102128708E0,6.782395935E-1,2.445913696E-1,1.023167313E1
4.112100708E0,6.622229004E-1,2.779719543E-1,9.998458099E0
4.122073708E0,6.420149231E-1,2.227368164E-1,9.716743927E0
4.132046708E0,6.333329773E-1,1.212478638E-1,9.570498047E0
4.142018708E0,6.361770630E-1,3.592529297E-2,9.581874390E0
4.151991708E0,6.647676086E-1,-3.023712158E-2,9.735305328E0
4.161964708E0,6.872209167E-1,-5.194198608E-2,9.922416229E0
4.171936708E0,6.872209167E-1,-3.951782227E-2,1.002195923E1
4.181909708E0,7.150630188E-1,-1.646575928E-2,1.000534378E1
4.191882708E0,7.262896729E-1,5.538482666E-3,9.897118835E0
4.201854708E0,7.060816956E-1,4.760101318E-2,9.769584045E0
4.211827708E0,6.641688538E-1,1.028361511E-1,9.810449066E0
4.221800708E0,6.524931335E-1,1.249900818E-1,1.003079086E1
4.231772708E0,6.825805664E-1,1.017883301E-1,9.996961212E0
4.241745708E0,7.026388550E-1,6.541397095E-2,9.754315796E0
4.251718708E0,6.890171814E-1,2.020797729E-2,9.635013885E0
4.261690708E0,6.755451965E-1,-3.113525391E-2,9.639354858E0
4.271663708E0,6.583309937E-1,-3.757186890E-2,9.787546692E0
4.281636708E0,6.737489319E-1,1.272354126E-2,1.001073257E1
4.291608708E0,6.816824341E-1,6.945556641E-2,1.010084518E1
4.301581708E0,6.810836792E-1,1.216969299E-1,1.006192612E1
4.311554708E0,6.707551575E-1,1.553768921E-1,9.951755219E0
4.321526708E0,6.542893982E-1,1.701960754E-1,9.848619690E0
4.331499708E0,6.453080750E-1,1.791773987E-1,9.802814941E0
4.341472708E0,6.484515381E-1,1.835183716E-1,9.812395020E0
4.351445708E0,6.542893982E-1,1.691482544E-1,9.848919067E0
4.361417708E0,6.414161682E-1,1.372645569E-1,9.893526306E0
4.371390708E0,6.280938721E-1,1.197509766E-1,9.859546967E0
4.381363708E0,6.176156616E-1,8.711883545E-2,9.784253540E0
4.391335708E0,6.117778015E-1,6.795867920E-2,9.712552643E0
4.401308708E0,6.125262451E-1,6.945556641E-2,9.727521515E0
4.411281708E0,6.460565186E-1,7.843688965E-2,9.889185333E0
4.421253708E0,6.770420837E-1,8.262817383E-2,9.987680511E0
4.431226708E0,6.795867920E-1,8.337661743E-2,1.002884491E1
4.441199708E0,6.249504089E-1,9.894424438E-2,1.005578888E1
4.451171708E0,5.507048035E-1,9.175918579E-2,1.003198837E1
4.461144708E0,6.346801758E-1,5.733078003E-2,9.607321472E0
4.471117708E0,8.084687805E-1,1.886077881E-2,9.416767731E0
4.481089708E0,6.354286194E-1,-3.592529297E-2,9.579479370E0
4.491062708E0,6.694079590E-1,-1.004411316E-1,9.943222961E0
4.501035708E0,8.141569519E-1,-5.748046875E-2,1.004486160E1
4.511007708E0,6.996450806E-1,3.188369751E-2,9.914333038E0
4.520980708E0,5.063969421E-1,1.016386414E-1,9.674831085E0
4.530953708E0,5.218148804E-1,1.454974365E-1,9.667945404E0
4.540925708E0,6.445596313E-1,1.583706665E-1,1.000115250E1
4.550898708E0,6.828799438E-1,1.968406677E-1,1.022388931E1
4.560871708E0,6.637197876E-1,2.589614868E-1,1.020936951E1
4.570843708E0,6.465055847E-1,2.797682190E-1,1.000339783E1
4.580816708E0,6.309379578E-1,2.103126526E-1,9.742340698E0
4.590789708E0,6.155200195E-1,1.085243225E-1,9.573940887E0
4.600761708E0,6.105802917E-1,8.981323242E-3,9.580976257E0
4.610734708E0,6.313870239E-1,-4.655319214E-2,9.739945679E0
4.620707708E0,6.523434448E-1,-6.376739502E-2,9.928703156E0
4.630679708E0,6.715036011E-1,-5.164260864E-2,1.002165985E1
4.640652708E0,6.947053528E-1,-3.323089600E-2,1.000474503E1
4.650625708E0,7.099736023E-1,-5.837860107E-3,9.925859070E0
4.660597708E0,7.090754700E-1,3.427871704E-2,9.809550934E0
4.670570708E0,6.703060913E-1,8.547225952E-2,9.755962372E0
4.680543708E0,6.321354675E-1,1.312770081E-1,9.954449615E0
4.690515708E0,6.713539124E-1,1.296304321E-1,1.000264938E1
4.700488708E0,6.971003723E-1,8.951385498E-2,9.807754669E0
4.710461708E0,6.818321228E-1,4.101470947E-2,9.644144897E0
4.720433708E0,6.770420837E-1,-9.280700684E-3,9.642348633E0
4.730406708E0,6.652166748E-1,-2.230361938E-2,9.793085175E0
4.740379708E0,6.756948853E-1,8.831634521E-3,9.990823975E0
4.750352708E0,6.941065979E-1,5.628295898E-2,1.007809250E1
4.760324708E0,6.744973755E-1,1.104702759E-1,1.003273682E1
4.770297708E0,6.614744568E-1,1.477427673E-1,9.912536774E0
4.780269708E0,6.333329773E-1,1.761836243E-1,9.835746460E0
4.790242708E0,6.240522766E-1,1.854643250E-1,9.845925293E0
4.800215708E0,6.378236389E-1,1.856140137E-1,9.858648834E0
4.810188708E0,6.408174133E-1,1.742376709E-1,9.873917084E0
4.820160708E0,6.351292419E-1,1.460961914E-1,9.879455566E0
4.830133708E0,6.242019653E-1,1.059796143E-1,9.851164398E0
4.840106708E0,6.075865173E-1,7.723937988E-2,9.792935486E0
4.850078708E0,5.956114197E-1,5.733078003E-2,9.750573578E0
4.860051708E0,6.063890076E-1,3.847000122E-2,9.785151672E0
4.870024708E0,6.605763245E-1,4.700225830E-2,9.839788055E0
4.879996708E0,7.038363647E-1,7.888595581E-2,9.869127045E0
4.889969708E0,7.304809570E-1,1.022373962E-1,9.886790314E0
4.899942708E0,7.083270264E-1,1.255888367E-1,9.989626465E0
4.909914708E0,6.340814209E-1,1.267863464E-1,1.013841705E1
4.919888458E0,5.788462830E-1,1.053808594E-1,9.965376892E0
4.929861458E0,7.328759766E-1,6.047424316E-2,9.459728394E0
4.939833458E0,7.734416199E-1,1.287322998E-2,9.458231506E0
4.949806458E0,6.150709534E-1,-6.885681152E-2,9.760003967E0
4.959779458E0,7.622149658E-1,-8.322692871E-2,1.004216721E1
4.969751458E0,7.893086243E-1,-5.089416504E-3,9.971214752E0
4.979724458E0,5.950126648E-1,6.855743408E-2,9.748178558E0
4.989697458E0,4.843927002E-1,1.314266968E-1,9.604627075E0
4.999669458E0,5.945635986E-1,1.514849854E-1,9.844727783E0
5.009642458E0,6.926097107E-1,1.779798889E-1,1.016985168E1
5.019615458E0,6.875202942E-1,2.317181396E-1,1.023406815E1
5.029587458E0,6.628216553E-1,2.899470520E-1,1.009949799E1
5.039560458E0,6.484515381E-1,2.704875183E-1,9.857900391E0
5.049533458E0,6.426136780E-1,1.812730408E-1,9.672885132E0
5.059505458E0,6.219566345E-1,7.005432129E-2,9.618099060E0
5.069478458E0,6.358776855E-1,-8.382568359E-3,9.698332214E0
5.079451458E0,6.665638733E-1,-5.673202515E-2,9.839788055E0
5.089423458E0,6.740483093E-1,-4.954696655E-2,9.964179382E0
5.099396458E0,6.930587769E-1,-1.945953369E-2,9.998458099E0
5.109369458E0,7.186555481E-1,1.945953369E-3,9.969119110E0
5.119341458E0,7.337741089E-1,2.784210205E-2,9.902807007E0
5.129314458E0,7.120692444E-1,7.155120850E-2,9.791438599E0
5.139287458E0,6.694079590E-1,1.218466187E-1,9.765991516E0
5.149259458E0,6.518943787E-1,1.528321838E-1,9.963730316E0
5.159232458E0,6.734495544E-1,1.187031555E-1,9.962682495E0
5.169205458E0,6.710545349E-1,6.227050781E-2,9.764794006E0
5.179177458E0,6.710545349E-1,2.559677124E-2,9.634864197E0
5.189150458E0,6.430627441E-1,-1.092727661E-2,9.647737427E0
5.199123458E0,6.131250000E-1,4.490661621E-3,9.843679962E0
5.209095458E0,6.294410706E-1,4.625381470E-2,1.005489075E1
5.219068458E0,6.454577637E-1,1.014889526E-1,1.011192215E1
5.229041458E0,6.382727051E-1,1.643582153E-1,1.000235001E1
5.239013458E0,6.303392029E-1,1.981878662E-1,9.852511597E0
5.248986458E0,6.364764404E-1,2.016307068E-1,9.787846069E0
5.258959458E0,6.453080750E-1,1.881587219E-1,9.844877472E0
5.268931458E0,6.661148071E-1,1.694476318E-1,9.902357941E0
5.278904458E0,6.786886597E-1,1.480421448E-1,9.936636658E0
5.288877458E0,7.005432129E-1,1.249900818E-1,9.918374634E0
5.298849458E0,7.038363647E-1,9.984237671E-2,9.877509613E0
5.308822458E0,6.869215393E-1,8.861572266E-2,9.810748444E0
5.318795458E0,6.448590088E-1,8.068222046E-2,9.757159882E0
5.328768458E0,6.204597473E-1,8.876541138E-2,9.736053772E0
5.338740458E0,6.253994751E-1,9.669891357E-2,9.792187042E0
5.348713458E0,6.569837952E-1,1.109193420E-1,9.861043854E0
5.358685458E0,6.876699829E-1,1.032852173E-1,9.898016968E0
5.368658458E0,6.731501770E-1,9.071136475E-2,9.947414246E0
5.378631458E0,6.096821594E-1,1.001417542E-1,1.005758514E1
5.388604458E0,5.201683044E-1,1.053808594E-1,1.007225464E1
5.398576458E0,5.878276062E-1,6.137237549E-2,9.610764313E0
5.408549458E0,7.604187012E-1,1.826202393E-2,9.436077576E0
5.418522458E0,5.812413025E-1,-2.978805542E-2,9.623188477E0
5.428494458E0,6.575825500E-1,-7.005432129E-2,9.966574402E0
5.438467458E0,7.767347717E-1,5.987548828E-4,9.993668060E0
5.448440458E0,6.186634827E-1,7.634124756E-2,9.837692413E0
5.458412458E0,4.610412598E-1,1.269360352E-1,9.643695831E0
5.468385458E0,5.020559692E-1,1.600172424E-1,9.707313538E0
5.478357458E0,6.189628601E-1,1.788780212E-1,1.006881180E1
5.488330458E0,6.538403320E-1,2.035766602E-1,1.025697052E1
5.498303458E0,6.586303711E-1,2.495310974E-1,1.019020935E1
5.508276458E0,6.435118103E-1,2.604583740E-1,9.952952728E0
5.518248458E0,6.309379578E-1,1.892065430E-1,9.707463226E0
5.528221458E0,6.077362061E-1,9.654922485E-2,9.585317230E0
5.538194458E0,6.209088135E-1,1.676513672E-2,9.632169800E0
5.548166458E0,6.408174133E-1,-3.592529297E-2,9.802365875E0
5.558139458E0,6.614744568E-1,-4.939727783E-2,9.976603546E0
5.568112458E0,6.747967529E-1,-3.263214111E-2,1.002121078E1
5.578084458E0,6.629713440E-1,-7.035369873E-3,9.956245880E0
5.588057458E0,6.643185425E-1,1.975891113E-2,9.894125061E0
5.598030458E0,6.697073364E-1,5.313949585E-2,9.849667511E0
5.608002458E0,6.542893982E-1,1.046324158E-1,9.775721283E0
5.617975458E0,6.268963623E-1,1.519340515E-1,9.907896423E0
5.627948458E0,6.402186584E-1,1.438508606E-1,1.004037094E1
5.637920458E0,6.674620056E-1,8.068222046E-2,9.849218445E0
5.647893458E0,6.590794373E-1,4.879852295E-2,9.628277893E0
5.657866458E0,6.622229004E-1,5.538482666E-3,9.600735168E0
5.667838458E0,6.463558960E-1,-9.879455566E-3,9.727371826E0
5.677811458E0,6.405180359E-1,2.424957275E-2,9.958042145E0
5.687784458E0,6.731501770E-1,8.532257080E-2,1.010743149E1
5.697756458E0,6.818321228E-1,1.425036621E-1,1.008153534E1
5.707729458E0,6.691085815E-1,1.643582153E-1,9.962532806E0
5.717702458E0,6.454577637E-1,1.745370483E-1,9.866881714E0
5.727674458E0,6.304888916E-1,1.597178650E-1,9.832004242E0
5.737647458E0,6.212081909E-1,1.616638184E-1,9.821376343E0
5.747620458E0,6.228547668E-1,1.663041687E-1,9.837842102E0
5.757592458E0,6.253994751E-1,1.493893433E-1,9.899064789E0
5.767565458E0,6.309379578E-1,1.312770081E-1,9.920021210E0
5.777538458E0,6.430627441E-1,1.088237000E-1,9.889035645E0
5.787510458E0,6.301895142E-1,7.873626709E-2,9.819280701E0
5.797483458E0,5.938151550E-1,6.556365967E-2,9.755662994E0
5.807456458E0,5.941145325E-1,7.664062500E-2,9.742340698E0
5.817428458E0,6.378236389E-1,8.143066406E-2,9.778265991E0
5.827401458E0,6.816824341E-1,1.008901978E-1,9.849218445E0
5.837374458E0,7.150630188E-1,1.040336609E-1,9.919272766E0
5.847346458E0,6.837780762E-1,1.034349060E-1,1.000773880E1
5.857319458E0,6.077362061E-1,1.131646729E-1,1.009740234E1
5.867292458E0,5.236111450E-1,1.167572021E-1,9.972561951E0
5.877264458E0,6.575825500E-1,7.304809570E-2,9.557325439E0
5.887237458E0,7.804769897E-1,3.128494263E-2,9.530531158E0
5.897210458E0,5.963598633E-1,-5.358856201E-2,9.706265717E0
5.907182458E0,7.195536804E-1,-8.592132568E-2,9.906998291E0
5.917155458E0,7.664062500E-1,-1.197509766E-2,9.848470001E0
5.927128500E0,5.921685791E-1,7.708969116E-2,9.764943695E0
5.937100500E0,4.761598206E-1,1.428030396E-1,9.653275909E0
5.947073500E0,5.382806396E-1,1.748364258E-1,9.821376343E0
5.957046500E0,6.424639893E-1,1.853146362E-1,1.015578094E1
5.967018500E0,6.565347290E-1,2.284249878E-1,1.025322830E1
5.976991500E0,6.297404480E-1,2.785707092E-1,1.014141083E1
5.986964500E0,5.978567505E-1,2.883004761E-1,9.920619965E0
5.996936500E0,5.885760498E-1,2.198927307E-1,9.715396729E0
6.006909500E0,5.736071777E-1,1.290316772E-1,9.628876648E0
6.016882500E0,5.813909912E-1,6.721023560E-2,9.662556610E0
6.026854500E0,6.128256226E-1,1.721420288E-2,9.791887665E0
6.036827500E0,6.173162842E-1,-4.490661621E-3,9.956245880E0
6.046800500E0,6.264472961E-1,-2.110610962E-2,1.001791763E1
6.056773500E0,6.503974915E-1,-1.571731567E-2,9.960287476E0
6.066745500E0,6.674620056E-1,-3.293151855E-3,9.886790314E0
6.076718500E0,6.791377258E-1,3.338058472E-2,9.829459534E0
6.086690500E0,6.596781921E-1,8.158035278E-2,9.760453033E0
6.096663500E0,6.324348450E-1,1.441502380E-1,9.882000275E0
6.106636500E0,6.322851562E-1,1.654060364E-1,1.001642075E1
6.116609500E0,6.641688538E-1,1.219963074E-1,9.871671753E0
6.126581500E0,6.656657410E-1,6.421646118E-2,9.674980774E0
6.136554500E0,6.628216553E-1,1.496887207E-2,9.614656219E0
6.146527500E0,6.462062073E-1,1.077758789E-2,9.714049530E0
6.156499500E0,6.494993591E-1,4.760101318E-2,9.942175140E0
6.166472500E0,6.643185425E-1,1.085243225E-1,1.009141479E1
6.176445500E0,6.622229004E-1,1.570234680E-1,1.008512787E1
6.186417500E0,6.399192810E-1,1.944456482E-1,9.975256348E0
6.196390500E0,6.101312256E-1,1.965412903E-1,9.826765137E0
6.206363500E0,5.926176453E-1,1.799258423E-1,9.704768829E0
6.216335500E0,5.947132874E-1,1.824705505E-1,9.679172058E0
6.226308500E0,6.062393188E-1,1.755848694E-1,9.851314087E0
6.236281500E0,6.319857788E-1,1.486408997E-1,1.004381378E1
6.246253500E0,6.502478027E-1,1.234931946E-1,1.005309448E1
6.256226500E0,6.489006042E-1,1.225950623E-1,9.879605255E0
6.266199500E0,6.053411865E-1,1.095721436E-1,9.710457001E0
6.276171500E0,5.786965942E-1,1.001417542E-1,9.664502563E0
6.286144500E0,5.983058167E-1,7.723937988E-2,9.696535950E0
6.296117500E0,6.248007202E-1,7.155120850E-2,9.764794006E0
6.306089500E0,6.700067139E-1,5.733078003E-2,9.829010468E0
6.316062500E0,7.054829407E-1,3.712280273E-2,9.880353699E0
6.326035500E0,6.993457031E-1,1.631607056E-2,9.971963196E0
6.336007500E0,6.328839111E-1,5.688171387E-3,1.013407608E1
6.345980500E0,5.152285767E-1,1.317260742E-2,1.023990601E1
6.355953500E0,5.427713013E-1,4.041595459E-3,9.754315796E0
6.365925500E0,6.903643799E-1,-1.601669312E-2,9.420210571E0
6.375898500E0,6.942562866E-1,-7.873626709E-2,9.554780731E0
6.385871500E0,6.427633667E-1,-1.679507446E-1,9.868228912E0
6.395843500E0,7.580236816E-1,-1.457968140E-1,9.981842651E0
6.405816500E0,7.231462097E-1,-5.538482666E-2,9.934391327E0
6.415789500E0,5.289999390E-1,2.230361938E-2,9.786199493E0
6.425761500E0,4.487667847E-1,1.032852173E-1,9.705217896E0
6.435734500E0,5.504054260E-1,1.585203552E-1,9.984237671E0
6.445707500E0,6.593788147E-1,1.728904724E-1,1.022448807E1
6.455679500E0,6.462062073E-1,1.743873596E-1,1.019185593E1
6.465652500E0,5.990542603E-1,1.758842468E-1,9.995164948E0
6.475625500E0,5.589376831E-1,1.390608215E-1,9.780361633E0
6.485597500E0,5.361849976E-1,4.894821167E-2,9.651479645E0
6.495570500E0,5.430706787E-1,-4.760101318E-2,9.636959839E0
6.505543500E0,5.640270996E-1,-1.041833496E-1,9.740394745E0
6.515515500E0,6.014492798E-1,-1.167572021E-1,9.929750977E0
6.525488500E0,6.385720825E-1,-1.145118713E-1,1.003842499E1
6.535461500E0,6.731501770E-1,-8.547225952E-2,1.001836670E1
6.545433500E0,6.879693604E-1,-3.757186890E-2,9.967322845E0
6.555406500E0,7.020401001E-1,-1.017883301E-2,9.909992065E0
6.565379500E0,6.902146912E-1,1.661544800E-2,9.817783813E0
6.575351500E0,6.503974915E-1,7.110214233E-2,9.728569336E0
6.585324500E0,6.381230164E-1,9.280700684E-2,9.927805023E0
6.595297500E0,6.764433289E-1,5.239105225E-2,1.001402573E1
6.605269500E0,6.732998657E-1,-1.586700439E-2,9.807155914E0
6.615242500E0,6.496490479E-1,-6.601272583E-2,9.607920227E0
6.625215500E0,6.523434448E-1,-1.016386414E-1,9.581724701E0
6.635187500E0,6.327342224E-1,-9.250762939E-2,9.792486420E0
6.645160500E0,6.547384644E-1,-4.161346436E-2,1.004261627E1
6.655133500E0,6.804849243E-1,4.071533203E-2,1.014575180E1
6.665105500E0,6.676116943E-1,1.109193420E-1,1.008737320E1
6.675078500E0,6.215075684E-1,1.555265808E-1,9.915231171E0
6.685051500E0,5.794450378E-1,1.511856079E-1,9.803114319E0
6.695023500E0,5.745053101E-1,1.398092651E-1,9.787846069E0
6.704996500E0,5.872288513E-1,1.107696533E-1,9.817933502E0
6.714969500E0,5.969586182E-1,1.016386414E-1,9.857301636E0
6.724941500E0,6.216572571E-1,8.876541138E-2,9.889933777E0
6.734914500E0,6.215075684E-1,7.708969116E-2,9.872420197E0
6.744887500E0,6.204597473E-1,6.676116943E-2,9.821975098E0
6.754859500E0,6.095324707E-1,5.298980713E-2,9.809850311E0
6.764832500E0,5.899232483E-1,4.864883423E-2,9.801168365E0
6.774805500E0,5.984555054E-1,4.879852295E-2,9.811047821E0
6.784777500E0,6.301895142E-1,8.322692871E-2,9.872120819E0
6.794750500E0,6.611750793E-1,1.131646729E-1,9.891280975E0
6.804723500E0,6.616241455E-1,1.224453735E-1,9.893526306E0
6.814695500E0,6.388714600E-1,1.212478638E-1,9.956545258E0
6.824668500E0,5.670208740E-1,1.219963074E-1,1.005563919E1
6.834641500E0,4.878355408E-1,1.204994202E-1,9.950258331E0
6.844613500E0,5.999523926E-1,6.900650024E-2,9.353000336E0
6.854586500E0,7.259902954E-1,4.041595459E-3,9.303303680E0
6.864559500E0,6.105802917E-1,-7.065307617E-2,9.809251556E0
6.874531500E0,7.512876892E-1,-8.741821289E-2,1.017449203E1
6.884504500E0,8.045768738E-1,1.347198486E-3,1.004381378E1
6.894477500E0,6.277944946E-1,7.888595581E-2,9.724378052E0
6.904449500E0,4.793032837E-1,1.161584473E-1,9.429640961E0
6.914422500E0,5.116360474E-1,1.284329224E-1,9.604926453E0
6.924395333E0,6.283932495E-1,1.375639343E-1,1.007135651E1
6.934367333E0,6.761439514E-1,1.845661926E-1,1.032537827E1
6.944340333E0,6.623725891E-1,2.522254944E-1,1.033391052E1
6.954313333E0,6.512956238E-1,2.405497742E-1,1.007420059E1
6.964285333E0,6.203100586E-1,1.600172424E-1,9.769584045E0
6.974258333E0,5.763015747E-1,7.185058594E-2,9.608668671E0
6.984231333E0,5.773493958E-1,1.886077881E-2,9.611812134E0
6.994204333E0,6.268963623E-1,1.047821045E-2,9.699380035E0
7.004176333E0,6.529421997E-1,1.706451416E-2,9.766590271E0
7.014149333E0,6.804849243E-1,2.514770508E-2,9.932744751E0
7.024121333E0,6.947053528E-1,4.625381470E-2,1.010668304E1
7.034094333E0,7.179071045E-1,4.894821167E-2,1.011731094E1
7.044067333E0,7.054829407E-1,7.843688965E-2,9.950408020E0
7.054040333E0,6.288423157E-1,1.282832336E-1,9.700427856E0
7.064012333E0,5.638774109E-1,1.866618347E-1,9.738748169E0
7.073985333E0,5.983058167E-1,1.913021851E-1,9.869875488E0
7.083958333E0,6.481521606E-1,1.465452576E-1,9.818232880E0
7.093930333E0,6.821315002E-1,9.415420532E-2,9.751471710E0
7.103903333E0,6.942562866E-1,4.999603271E-2,9.740694122E0
7.113876333E0,6.724017334E-1,4.535568237E-2,9.772727509E0
7.123848333E0,6.667135620E-1,7.140151978E-2,9.889634399E0
7.133821333E0,6.984475708E-1,1.052311707E-1,1.001432510E1
7.143793333E0,7.033872986E-1,1.529818726E-1,1.001312759E1
7.153766333E0,6.897656250E-1,2.020797729E-1,9.943821716E0
7.163739333E0,6.807843018E-1,2.365081787E-1,9.864935760E0
7.173712333E0,6.529421997E-1,2.499801636E-1,9.827513580E0
7.183684333E0,6.499484253E-1,2.529739380E-1,9.837542725E0
7.193657333E0,6.758445740E-1,2.387535095E-1,9.875413971E0
7.203630333E0,7.062313843E-1,2.411485291E-1,9.966574402E0
7.213602333E0,7.216493225E-1,2.134561157E-1,9.991273041E0
7.223575333E0,7.087760925E-1,1.836680603E-1,9.923613739E0
7.233548333E0,6.637197876E-1,1.601669312E-1,9.816436615E0
7.243520333E0,6.248007202E-1,1.362167358E-1,9.749974823E0
7.253493333E0,5.792953491E-1,1.254391479E-1,9.728269958E0
7.263466333E0,5.704637146E-1,1.294807434E-1,9.760003967E0
7.273438333E0,6.120771790E-1,1.432521057E-1,9.825417938E0
7.283411333E0,6.587800598E-1,1.552272034E-1,9.855505371E0
7.293384333E0,6.792874146E-1,1.616638184E-1,9.943522339E0
7.303356333E0,6.707551575E-1,1.612147522E-1,1.002794678E1
7.313329333E0,5.953120422E-1,1.743873596E-1,1.004695724E1
7.323302333E0,5.011578369E-1,1.790277100E-1,9.921967163E0
7.333274333E0,5.885760498E-1,1.460961914E-1,9.423952789E0
7.343247333E0,7.214996338E-1,1.013392639E-1,9.370513916E0
7.353220333E0,6.201603699E-1,5.014572144E-2,9.777966614E0
7.363192333E0,7.258406067E-1,3.323089600E-2,1.009755203E1
7.373165333E0,7.752378845E-1,9.325607300E-2,9.985584869E0
7.383138333E0,5.980064392E-1,1.695973206E-1,9.775721283E0
7.393110333E0,4.767585754E-1,2.209405518E-1,9.625882874E0
7.403083333E0,5.279521179E-1,2.633024597E-1,9.758806458E0
7.413056333E0,6.339317322E-1,2.871029663E-1,1.009874954E1
7.423028333E0,6.807843018E-1,3.122506714E-1,1.018287460E1
7.433001333E0,6.670129395E-1,3.540138245E-1,1.012120285E1
7.442974333E0,6.221063232E-1,3.571572876E-1,9.995614014E0
7.452946333E0,5.825885010E-1,2.664459229E-1,9.849068756E0
7.462919333E0,5.583389282E-1,1.764830017E-1,9.779762878E0
7.472892333E0,5.604345703E-1,1.133143616E-1,9.804012451E0
7.482864333E0,5.866300964E-1,7.544311523E-2,9.882149963E0
7.492837333E0,5.983058167E-1,7.978408813E-2,9.955497437E0
7.502810333E0,6.104306030E-1,8.292755127E-2,9.939331055E0
7.512782333E0,6.209088135E-1,7.484436035E-2,9.850865021E0
7.522755333E0,6.388714600E-1,6.316864014E-2,9.785900116E0
7.532728333E0,6.631210327E-1,6.047424316E-2,9.750573578E0
7.542700333E0,6.619235229E-1,6.706054688E-2,9.772428131E0
7.552673333E0,6.486012268E-1,8.023315430E-2,9.792935486E0
7.562646333E0,6.497987366E-1,8.786727905E-2,9.934091949E0
7.572618333E0,6.635700989E-1,7.843688965E-2,1.004037094E1
7.582591333E0,6.837780762E-1,3.787124634E-2,9.885143738E0
7.592564333E0,6.514453125E-1,-8.831634521E-3,9.702074432E0
7.602536333E0,6.480024719E-1,-4.460723877E-2,9.618847504E0
7.612509333E0,6.234535217E-1,-7.005432129E-2,9.670041046E0
7.622482333E0,6.123765564E-1,-3.098556519E-2,9.868528290E0
7.632454333E0,6.245013428E-1,3.412902832E-2,1.006477020E1
7.642427333E0,6.246510315E-1,8.038284302E-2,1.011476624E1
7.652400333E0,5.986051941E-1,1.204994202E-1,1.001986359E1
7.662372333E0,5.587879944E-1,1.360670471E-1,9.871971130E0
7.672345333E0,5.450166321E-1,1.353186035E-1,9.833501129E0
7.682318333E0,5.451663208E-1,1.170565796E-1,9.873917084E0
7.692290333E0,5.553451538E-1,9.669891357E-2,9.899813232E0
7.702263333E0,5.650749207E-1,8.457412720E-2,9.912536774E0
7.712236333E0,5.776487732E-1,7.454498291E-2,9.895921326E0
7.722208333E0,5.957611084E-1,6.885681152E-2,9.872420197E0
7.732181333E0,5.986051941E-1,6.735992432E-2,9.854008484E0
7.742154333E0,5.827381897E-1,7.439529419E-2,9.817484436E0
7.752126333E0,5.713618469E-1,6.810836792E-2,9.764794006E0
7.762099333E0,5.885760498E-1,6.077362061E-2,9.716594238E0
7.772072333E0,6.143225098E-1,5.209167480E-2,9.745334473E0
7.782044333E0,6.430627441E-1,2.634521484E-2,9.829758911E0
7.792017333E0,6.539900208E-1,1.691482544E-2,9.963730316E0
7.801990333E0,6.180647278E-1,3.188369751E-2,1.008108627E1
7.811962333E0,5.510041809E-1,4.999603271E-2,1.018018021E1
7.821935333E0,4.555027771E-1,5.792953491E-2,1.010593460E1
7.831908333E0,5.102888489E-1,2.200424194E-2,9.432485046E0
7.841880333E0,6.902146912E-1,-2.110610962E-2,9.101672974E0
7.851853333E0,6.616241455E-1,-7.214996338E-2,9.616901550E0
7.861826333E0,6.321354675E-1,-1.407073975E-1,1.012374756E1
7.871798333E0,7.366181946E-1,-1.396595764E-1,1.016236725E1
7.881771333E0,6.686595154E-1,-5.358856201E-2,9.962981873E0
7.891744333E0,4.870870972E-1,2.514770508E-2,9.667196960E0
7.901716333E0,4.369413757E-1,1.059796143E-1,9.611662445E0
7.911689333E0,5.538482666E-1,1.745370483E-1,9.954599304E0
7.921662333E0,6.288423157E-1,2.113604736E-1,1.021236328E1
7.931634208E0,5.930667114E-1,2.145039368E-1,1.019574783E1
7.941607208E0,5.569917297E-1,1.911524963E-1,1.001207977E1
7.951580208E0,5.626799011E-1,9.789642334E-2,9.804910583E0
7.961552208E0,5.676196289E-1,-1.377136230E-2,9.694589996E0
7.971525208E0,5.601351929E-1,-1.064286804E-1,9.676627350E0
7.981498208E0,5.745053101E-1,-1.369651794E-1,9.746831360E0
7.991470208E0,5.927673340E-1,-1.210981750E-1,9.867181091E0
8.001443208E0,6.268963623E-1,-1.170565796E-1,9.975406036E0
8.011416208E0,6.433621216E-1,-8.637039185E-2,1.003947281E1
8.021388208E0,6.544390869E-1,-4.056564331E-2,9.989776154E0
8.031361208E0,6.554869080E-1,-4.191284180E-3,9.898316345E0
8.041334208E0,6.475534058E-1,1.242416382E-2,9.790989532E0
8.051306208E0,6.135740662E-1,4.775070190E-2,9.667047272E0
8.061279208E0,5.866300964E-1,6.541397095E-2,9.748477936E0
8.071252208E0,6.138734436E-1,5.074447632E-2,9.998458099E0
8.081224208E0,6.384223938E-1,-3.592529297E-3,9.987979889E0
8.091197208E0,6.405180359E-1,-6.601272583E-2,9.785151672E0
8.101170208E0,6.255491638E-1,-1.004411316E-1,9.658065948E0
8.111142208E0,6.071374512E-1,-1.190025330E-1,9.694440308E0
8.121115208E0,5.981561279E-1,-8.951385498E-2,9.891879730E0
8.131088208E0,6.343807983E-1,-1.541793823E-2,1.007479935E1
