"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.768333310E-4,9.355545044E-2,3.743714905E-1,9.807754669E0,9.815343004E0
1.050183333E-2,1.077758789E-1,2.921923828E-1,1.001866608E1,1.002350547E1
2.052783333E-2,3.622467041E-2,2.323168945E-1,1.004680756E1,1.004955847E1
3.055283333E-2,-7.424560547E-2,2.127076721E-1,1.000369720E1,1.000623379E1
4.057783333E-2,-1.932481384E-1,2.059716797E-1,9.946516113E0,9.950525211E0
5.060283333E-2,-3.164419556E-1,2.032772827E-1,9.926457825E0,9.933580528E0
6.062783333E-2,-3.960763550E-1,1.896556091E-1,9.917775879E0,9.927493345E0
7.065283333E-2,-4.270619202E-1,2.095642090E-1,9.917326813E0,9.928729534E0
8.067783333E-2,-4.026626587E-1,2.625540161E-1,9.943821716E0,9.955433800E0
9.070283333E-2,-3.341052246E-1,3.351530457E-1,9.983040161E0,9.994250583E0
1.007278333E-1,-2.085163879E-1,4.171824646E-1,1.001746857E1,1.002831974E1
1.107528333E-1,-1.122665405E-1,4.917274475E-1,1.004561005E1,1.005826431E1
1.207778333E-1,-7.963439941E-2,5.415737915E-1,1.000040405E1,1.001537443E1
1.308038333E-1,-3.757186890E-2,5.472619629E-1,9.942474518E0,9.957595435E0
1.408288333E-1,-2.709365845E-2,5.210664368E-1,9.917925568E0,9.931640945E0
1.508538333E-1,-7.873626709E-2,4.575984192E-1,9.920320587E0,9.931181011E0
1.608788333E-1,-1.892065430E-1,3.814068604E-1,9.879305878E0,9.888475865E0
1.709038333E-1,-3.245251465E-1,3.348536682E-1,9.865085449E0,9.876100165E0
1.809288333E-1,-3.620970154E-1,2.874023438E-1,9.942773895E0,9.953515313E0
1.909538333E-1,-2.939886475E-1,2.103126526E-1,1.004471191E1,1.005121377E1
2.009788333E-1,-7.679031372E-2,1.914518738E-1,1.010713211E1,1.010923687E1
2.110038333E-1,1.805245972E-1,2.490820312E-1,1.010713211E1,1.011181242E1
2.210288333E-1,4.894821167E-1,3.534150696E-1,1.002525238E1,1.004341477E1
2.310538333E-1,4.978646851E-1,4.547543335E-1,9.981992340E0,1.000474097E1
2.410788333E-1,-7.888595581E-2,5.098397827E-1,9.868827667E0,9.882303331E0
2.511048333E-1,-6.090834045E-1,5.378315735E-1,9.804611206E0,9.838223737E0
2.611298333E-1,-8.827143860E-1,5.113366699E-1,9.896520081E0,9.948957713E0
2.711548333E-1,-8.788224792E-1,4.366419983E-1,1.012524445E1,1.017268697E1
2.811798333E-1,-6.818321228E-1,3.818559265E-1,1.022329056E1,1.025311557E1
2.912048333E-1,-4.519102478E-1,3.719764709E-1,1.010443771E1,1.012137594E1
3.012298333E-1,-2.655477905E-1,3.598516846E-1,9.916728058E0,9.926807354E0
3.112548333E-1,-1.362167358E-1,3.252735901E-1,9.813143463E0,9.819477712E0
3.212798333E-1,-2.469863892E-2,3.010240173E-1,9.824669495E0,9.829311073E0
3.313048333E-1,2.948867798E-2,3.002755737E-1,9.898915100E0,9.903512264E0
3.413298333E-1,2.634521484E-2,3.216810608E-1,9.926757202E0,9.932002886E0
3.513548333E-1,-5.852828979E-2,3.529660034E-1,9.938881989E0,9.945319791E0
3.613808333E-1,-1.516346741E-1,3.749702454E-1,9.968370667E0,9.976573034E0
3.714058333E-1,-2.091151428E-1,3.755690002E-1,9.942923584E0,9.952211343E0
3.814308333E-1,-2.630030823E-1,4.017645264E-1,9.949958954E0,9.961539466E0
3.914558333E-1,-2.731819153E-1,3.978726196E-1,1.002300705E1,1.003462014E1
4.014808333E-1,-2.290237427E-1,3.844006348E-1,1.012165192E1,1.013153756E1
4.115058333E-1,-1.553768921E-1,3.573069763E-1,1.011746063E1,1.012496024E1
